scene_id	book_num	book_title	era_band	slot_in_book	source_layer	source_type	old_title	clean_title	title_status	brief_scene_description	inferred_character_names	inferred_character_ids	book_active_cast	book_key_pressure	source_trace	corridor_region_anchor	county_anchor	ecology_pressure_mode	creature_refs	transformation_notes	authority_class
B14_S120	14	The Long Reorientation	Era III — Fall, Portal, and Silence	18	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Long Work Fully Underway	The Long Work Fully Underway	rewritten_beat_end	Book 14 is properly underway.			Pip (Indalwin Willowjayce) | Xethrolund | Daisy May | Majiskii | Wrenath Vel'Thane Still-Water | Sorra Marso'len Thorn-Grace | Corveth Ash'Koral Dark-Current | Oswyn | Thorn Ash'Koral | Kyrel On'Rylder Iron-Song | Daevyn On'Rylder Iron-Song | Elven On'Rylder Stone-Hayne | Verath On'Rylder Ash-Cinder | Calla On'Rylder Willow-Jayce | Loreth Vel'Thane Dark-Current | Seth Vel'Thane Iron-Song | Ithren Vel'Thane Ash-Cinder | Tavan Vel'Thane Stone-Hayne | Pethran | Renath | Selwyn | Reval	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures. | First trace of Rolzen's location. Pip moves toward him.	SCENE_EXPANSION_EXTRACT:book.txt:B14_S120	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_elk_001 | wowas::county_lincoln_stone_001 | wowas::county_polk_flora_001		accepted_tier1_or_2
B15_001	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	1	DIRECT_SOURCE	PLACED_FILE	Escape But Not Free	Escape But Not Free	kept				Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_001__Escape_But_Not_Free.md:B15_001	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_002	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	2	DIRECT_SOURCE	PLACED_FILE	The Silence Descends	The Silence Descends	kept				Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_002__The_Silence_Descends.md:B15_002	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_003	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	3	DIRECT_SOURCE	PLACED_FILE	Rolzen Santa Hata	Rolzen Santa Hata	kept		Rolzen	wowas::rolzen_warrior_anchor	Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_003__Rolzen_Santa_Hata.md:B15_003	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_004	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	4	DIRECT_SOURCE	PLACED_FILE	Floating City Navigation	Floating City Navigation	kept				Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_004__Floating_City_Navigation.md:B15_004	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_005	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	5	DIRECT_SOURCE	PLACED_FILE	Quantum Field Learned	Quantum Field Learned	kept				Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_005__Quantum_Field_Learned.md:B15_005	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_006	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	6	DIRECT_SOURCE	PLACED_FILE	One Dies In The Silence	One Dies In The Silence	kept				Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	PLACED_FILE:books/Book_15_Suffocating_In_Silence/placed/B15_006__One_Dies_In_The_Silence.md:B15_006	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S001	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	7	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Book Opens on Silence Turned Hostile	Silence Turned Hostile	rewritten_book_open	Quiet is no longer only refuge but pressure.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S001	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S012	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	8	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Suffocating Silence Classified Correctly	Suffocating Silence Classified Correctly	rewritten_beat_end	Book 15 begins under compression law.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S012	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S024	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	9	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Silence Recast As a Moral Problem Not Only a Mood	Silence Recast As a Moral Problem Not Only a Mood	rewritten_beat_end	Book 15 deepens properly.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S024	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S025	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	10	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Pip Returns to Private Sonomancy Training Because He Hates Being So Limited In a Book of Silence	Pip Returns to Private Sonomancy Training Because He Hates Being So Limited In a Book of Silence	kept	His persistence remains core.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S025	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S036	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	11	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with His Voice Still Not Mastered By Magic	His Voice Still Not Mastered By Magic	rewritten_beat_end	Book law stays true.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S036	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S048	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	12	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Suffocation Recast As Shared Condition	Suffocation Recast As Shared Condition	rewritten_beat_end	Book 15 remains accurate.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S048	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S060	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	13	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Ursulas Binding Woven Cleanly Into the Silence Book	Ursulas Binding Woven Cleanly Into the Silence Book	rewritten_beat_end	Book 15 stays aligned.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S060	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S072	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	14	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Wrong Quiet Broken	Wrong Quiet Broken	rewritten_beat_end	Book 15 deepens correctly.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S072	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S073	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	15	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Silence Book Could Misuse the Dogs As Symbols of Muteness and Does Not	The Silence Book Could Misuse the Dogs As Symbols of Muteness and Does Not	kept	Canon remains actively protected.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S073	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S084	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	16	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Daisy May and Majeski Held As Breathing Truth Within a Suffocating Book	Daisy May and Majeski Held As Breathing Truth Within a Suffocating Book	rewritten_beat_end	Book 15 stays clean.	Daisy May	wowas::daisy_may_great_dane	Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S084	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S096	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	17	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Breath Returned But Not Secured	Breath Returned But Not Secured	rewritten_beat_end	Book 15 gains forward motion.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S096	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S108	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	18	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Residue Made Part of the Book's Law	Residue Made Part of the Book's Law	rewritten_beat_end	Book 15 deepens honestly.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S108	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S112	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	19	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Mack's Vast Willow Embodiment Booming Voice and Terrain Magic Remain Central to the Silence Book	Mack's Vast Willow Embodiment Booming Voice and Terrain Magic Remain Central to the Silence Book	kept	Representation stays correct.	Mack	wowas::mack_willow_father	Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S112	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S118	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	20	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Book Finds Its Suffocation Law	The Book Finds Its Suffocation Law	kept	Tone and structure lock.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S118	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S119	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	21	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Next Layer Promises Deepening World Scale Consequences	Book 16 loads forward	rewritten_from_detail	Book 16 loads forward.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S119	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B15_S120	15	Suffocating in Silence	Era III — Fall, Portal, and Silence	22	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Household Breathing Under Pressure But Not Destroyed	The Household Breathing Under Pressure But Not Destroyed	rewritten_beat_end	Book 15 is properly underway.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Drawn entities | Unnamed Warden Friend (dies Book 15) | Wrenath Vel'Thane Still-Water	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black. | ROLZEN = SANTA HATA: Drawn relocate feature to forehead. Jock fails. Bandana rises autonomously. Santa hat stays. He commits with full absurd dignity.	SCENE_EXPANSION_EXTRACT:book.txt:B15_S120	oregon_coast_return	Lincoln County, OR -> Polk County, OR	oceanic_intuition_pressure	wowas::county_lincoln_spider_001 | wowas::county_polk_beaver_001 | wowas::county_polk_stone_001		accepted_tier1_or_2
B16_S001	16	The Deepening World	Era IV — Restoration and Beforemath	1	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Book Opens on a World That Has Grown More Complex Than Their Current Habits	A World That Has Grown More Complex Than Their Current Habits	rewritten_book_open	Expansion becomes pressure.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Corveth Ash'Koral Dark-Current | Sorra Marso'len Thorn-Grace | Oswyn	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen. | Neith's full architecture begins to resolve: Diamond was always a trap.	SCENE_EXPANSION_EXTRACT:book.txt:B16_S001	brochure_trace_inland	Lincoln County, OR -> Polk County, OR -> Ada County, ID -> Bannock County, ID -> Bonneville County, ID	brochure_trace_pressure	wowas::county_lincoln_stone_001 | wowas::county_ada_cicada_001 | wowas::county_bannock_coyote_001 | wowas::county_bonneville_heron_001		accepted_tier1_or_2
B16_S012	16	The Deepening World	Era IV — Restoration and Beforemath	2	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Worlds Deepening Classified Correctly	The Worlds Deepening Classified Correctly	rewritten_beat_end	Book 16 begins under expansion law.			Pip (Indalwin Willowjayce) | Rolzen | Xethrolund | Rylos (Rylos Vayne Johnson) | Daisy May | Majiskii | Corveth Ash'Koral Dark-Current | Sorra Marso'len Thorn-Grace | Oswyn	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen. | Neith's full architecture begins to resolve: Diamond was always a trap.	SCENE_EXPANSION_EXTRACT:book.txt:B16_S012	brochure_trace_inland	Lincoln County, OR -> Polk County, OR -> Ada County, ID -> Bannock County, ID -> Bonneville County, ID	brochure_trace_pressure	wowas::county_lincoln_stone_001 | wowas::county_ada_cicada_001 | wowas::county_bannock_coyote_001 | wowas::county_bonneville_heron_001		accepted_tier1_or_2
