creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_spec	visual_status
WR02049	Ashagalengroveen2049	willow crab	glyph-touched	resonant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-glyph-touched-stone fen	procedural_visual_spec_v1
WR02050	Aerdalenavel2050	stonefin bird	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-sanitized-pocket sanctuary	procedural_visual_spec_v1
WR02051	Aerdalenevaraaelen2051	thorn whale	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-gross-glass orchard	procedural_visual_spec_v1
WR02052	Aermaeloravel2052	ash otter	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-resonant-neith edge	procedural_visual_spec_v1
WR02053	Aeranorquartzdion2053	ribbon serpent	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-chaotic-willow-stone county	procedural_visual_spec_v1
WR02054	Aerdalencairnen2054	mirror lynx	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-weird-last open gate	procedural_visual_spec_v1
WR02055	Aeranormarrowarel2055	fern mantis	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-unbrictionable-diamond breakland	procedural_visual_spec_v1
WR02056	Ashajoracinderdion2056	marrow crane	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-elegant-black-heart ridge	procedural_visual_spec_v1
WR02057	Brenhalornaraion2057	quartz ram	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-cello-woken-ash river	procedural_visual_spec_v1
WR02058	Ashajorafiraiandria2058	song beetle	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-unibreccianated-morrow market	procedural_visual_spec_v1
WR02059	Aerindraaen2059	moth-deer	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-horrific-root vale	procedural_visual_spec_v1
WR02060	Aeranoraen2060	root hound	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-diamond-scarred-ripper tunnel	procedural_visual_spec_v1
WR02061	Ashagalencrownel2061	glass heron	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-verdant-cello field	procedural_visual_spec_v1
WR02062	Ashajoraiel2062	basalt hare	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-beautiful-blue-light road	procedural_visual_spec_v1
WR02063	Aerindraianbrinael2063	orchard eel	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-glyph-touched-xeth glyph yard	procedural_visual_spec_v1
WR02064	Aeranorevaralarkaen2064	lantern fox	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-sanitized-stone fen	procedural_visual_spec_v1
WR02065	Ashanaracinderavel2065	cinder elk	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-gross-pocket sanctuary	procedural_visual_spec_v1
WR02066	Brenaelnaraanoraen2066	moss bear	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-resonant-glass orchard	procedural_visual_spec_v1
WR02067	Aerfiraianashiven2067	willow crab	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-chaotic-neith edge	procedural_visual_spec_v1
WR02068	Aerindraamarglassen2068	stonefin bird	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-weird-willow-stone county	procedural_visual_spec_v1
WR02069	Aeranorlarkarel2069	thorn whale	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-unbrictionable-last open gate	procedural_visual_spec_v1
WR02070	Aerdalenemberen2070	ash otter	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-elegant-diamond breakland	procedural_visual_spec_v1
WR02071	Ashagalenashdion2071	ribbon serpent	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-cello-woken-black-heart ridge	procedural_visual_spec_v1
WR02072	Brenbrinjoraanoraen2072	mirror lynx	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-unibreccianated-ash river	procedural_visual_spec_v1
WR02073	Aeranorluthemberiel2073	fern mantis	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-horrific-morrow market	procedural_visual_spec_v1
WR02074	Aerindraivydion2074	marrow crane	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-diamond-scarred-root vale	procedural_visual_spec_v1
WR02075	Caelamaraelen2075	quartz ram	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-verdant-ripper tunnel	procedural_visual_spec_v1
WR02076	Ashaelionivyaria2076	song beetle	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-beautiful-cello field	procedural_visual_spec_v1
WR02077	Aeranormossaria2077	moth-deer	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-glyph-touched-blue-light road	procedural_visual_spec_v1
WR02078	Aeranoramaraelael2078	root hound	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-sanitized-xeth glyph yard	procedural_visual_spec_v1
WR02079	Aerfiraevarabrinaen2079	glass heron	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-gross-stone fen	procedural_visual_spec_v1
WR02080	Aermaelorlarkelle2080	basalt hare	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-resonant-pocket sanctuary	procedural_visual_spec_v1
WR02081	Aeranorluthbellarel2081	orchard eel	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-chaotic-glass orchard	procedural_visual_spec_v1
WR02082	Aeranoramarcrownen2082	lantern fox	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-weird-neith edge	procedural_visual_spec_v1
WR02083	Aerfiraamarmirearel2083	cinder elk	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-unbrictionable-willow-stone county	procedural_visual_spec_v1
WR02084	Aerindraianfeniel2084	moss bear	elegant	horrific	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-elegant-last open gate	procedural_visual_spec_v1
WR02085	Aerfiracoriaaelelle2085	willow crab	cello-woken	diamond-scarred	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-cello-woken-diamond breakland	procedural_visual_spec_v1
WR02086	Aeranorluthglassael2086	stonefin bird	unibreccianated	verdant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-unibreccianated-black-heart ridge	procedural_visual_spec_v1
WR02087	Aerdalengroveiel2087	thorn whale	horrific	beautiful	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-horrific-ash river	procedural_visual_spec_v1
WR02088	Ashanaradalenael2088	ash otter	diamond-scarred	glyph-touched	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-diamond-scarred-morrow market	procedural_visual_spec_v1
WR02089	Aerindralarkdion2089	ribbon serpent	verdant	sanitized	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-verdant-root vale	procedural_visual_spec_v1
WR02090	Aeranoriangrovedria2090	mirror lynx	beautiful	gross	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-beautiful-ripper tunnel	procedural_visual_spec_v1
WR02091	Aerfiramossiven2091	fern mantis	glyph-touched	resonant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-glyph-touched-cello field	procedural_visual_spec_v1
WR02092	Aerfiraianbrinavel2092	marrow crane	sanitized	chaotic	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-sanitized-blue-light road	procedural_visual_spec_v1
WR02093	Aeranorevaraaen2093	quartz ram	gross	weird	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-gross-xeth glyph yard	procedural_visual_spec_v1
WR02094	Aeranorianion2094	song beetle	resonant	unbrictionable	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-resonant-stone fen	procedural_visual_spec_v1
WR02095	Ashanaracrownaen2095	moth-deer	chaotic	elegant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-chaotic-pocket sanctuary	procedural_visual_spec_v1
WR02096	Aerfiramireiel2096	root hound	weird	cello-woken	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-weird-glass orchard	procedural_visual_spec_v1
WR02097	Aeranorluthasharel2097	glass heron	unbrictionable	unibreccianated	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-unbrictionable-neith edge	procedural_visual_spec_v1
WR02098	Aerdalenaen2098	basalt hare	elegant	horrific	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-elegant-willow-stone county	procedural_visual_spec_v1
WR02099	Ashajoramarrowion2099	orchard eel	cello-woken	diamond-scarred	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-cello-woken-last open gate	procedural_visual_spec_v1
WR02100	Aerfiraquartzdria2100	lantern fox	unibreccianated	verdant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-unibreccianated-diamond breakland	procedural_visual_spec_v1
WR02101	Aeranorevarabrinael2101	cinder elk	horrific	beautiful	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-horrific-black-heart ridge	procedural_visual_spec_v1
WR02102	Aerindrariverdion2102	moss bear	diamond-scarred	glyph-touched	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-diamond-scarred-ash river	procedural_visual_spec_v1
WR02103	Ashaavelhollowael2103	willow crab	verdant	sanitized	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-verdant-morrow market	procedural_visual_spec_v1
WR02104	Aerfiraamarriveren2104	stonefin bird	beautiful	gross	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-beautiful-root vale	procedural_visual_spec_v1
WR02105	Aerdalencairniel2105	thorn whale	glyph-touched	resonant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-glyph-touched-ripper tunnel	procedural_visual_spec_v1
WR02106	Aerdalenlarkiven2106	ash otter	sanitized	chaotic	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-sanitized-cello field	procedural_visual_spec_v1
WR02107	Aeranorlarkael2107	ribbon serpent	gross	weird	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-gross-blue-light road	procedural_visual_spec_v1
WR02108	Aeranorluthfenel2108	mirror lynx	resonant	unbrictionable	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-resonant-xeth glyph yard	procedural_visual_spec_v1
WR02109	Brenaelgaleniel2109	fern mantis	chaotic	elegant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-chaotic-stone fen	procedural_visual_spec_v1
WR02110	Aerfiraianfeniven2110	marrow crane	weird	cello-woken	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-weird-pocket sanctuary	procedural_visual_spec_v1
WR02111	Brenbrinavelel2111	quartz ram	unbrictionable	unibreccianated	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-unbrictionable-glass orchard	procedural_visual_spec_v1
WR02112	Aerfiraivyiel2112	song beetle	elegant	horrific	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-elegant-neith edge	procedural_visual_spec_v1
WR02113	Brenaelavelael2113	moth-deer	cello-woken	diamond-scarred	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-cello-woken-willow-stone county	procedural_visual_spec_v1
WR02114	Aeranorianforgeiel2114	root hound	unibreccianated	verdant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-unibreccianated-last open gate	procedural_visual_spec_v1
WR02115	Aerdalenianiven2115	glass heron	horrific	beautiful	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-horrific-diamond breakland	procedural_visual_spec_v1
WR02116	Aerdalenevaraaelion2116	basalt hare	diamond-scarred	glyph-touched	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-diamond-scarred-black-heart ridge	procedural_visual_spec_v1
WR02117	Aerfiraianasharel2117	orchard eel	verdant	sanitized	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-verdant-ash river	procedural_visual_spec_v1
WR02118	Aeranorianhollowiel2118	lantern fox	beautiful	gross	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-beautiful-morrow market	procedural_visual_spec_v1
WR02119	Aerfiramarrowelle2119	cinder elk	glyph-touched	resonant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-glyph-touched-root vale	procedural_visual_spec_v1
WR02120	Aeranorevaraashdria2120	moss bear	sanitized	chaotic	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-sanitized-ripper tunnel	procedural_visual_spec_v1
WR02121	Brenaelavelhollowel2121	willow crab	gross	weird	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-gross-cello field	procedural_visual_spec_v1
WR02122	Aerdalenlutharia2122	stonefin bird	resonant	unbrictionable	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-resonant-blue-light road	procedural_visual_spec_v1
WR02123	Aerfiraluthavel2123	thorn whale	chaotic	elegant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-chaotic-xeth glyph yard	procedural_visual_spec_v1
WR02124	Aerfiralarkael2124	ash otter	weird	cello-woken	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-weird-stone fen	procedural_visual_spec_v1
WR02125	Brenaelarel2125	ribbon serpent	unbrictionable	unibreccianated	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-unbrictionable-pocket sanctuary	procedural_visual_spec_v1
WR02126	Aeranoriancairnen2126	mirror lynx	elegant	horrific	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-elegant-glass orchard	procedural_visual_spec_v1
WR02127	Ashanaraforgeavel2127	fern mantis	cello-woken	diamond-scarred	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-cello-woken-neith edge	procedural_visual_spec_v1
WR02128	Aermaelormossiel2128	marrow crane	unibreccianated	verdant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-unibreccianated-willow-stone county	procedural_visual_spec_v1
WR02129	Aerfiraorcharden2129	quartz ram	horrific	beautiful	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-horrific-last open gate	procedural_visual_spec_v1
WR02130	Ashagalenbrookael2130	song beetle	diamond-scarred	glyph-touched	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-diamond-scarred-diamond breakland	procedural_visual_spec_v1
WR02131	Aerdaleniankelanael2131	moth-deer	verdant	sanitized	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-verdant-black-heart ridge	procedural_visual_spec_v1
WR02132	Aeranorevaragroveen2132	root hound	beautiful	gross	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-beautiful-ash river	procedural_visual_spec_v1
WR02133	Ashajoraforgearia2133	glass heron	glyph-touched	resonant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-glyph-touched-morrow market	procedural_visual_spec_v1
WR02134	Aeranoramarbellen2134	basalt hare	sanitized	chaotic	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-sanitized-root vale	procedural_visual_spec_v1
WR02135	Aeranorluthivydria2135	orchard eel	gross	weird	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-gross-ripper tunnel	procedural_visual_spec_v1
WR02136	Aerfiraluthbriniel2136	lantern fox	resonant	unbrictionable	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-resonant-cello field	procedural_visual_spec_v1
WR02137	Aerindragrovearia2137	cinder elk	chaotic	elegant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-chaotic-blue-light road	procedural_visual_spec_v1
WR02138	Aeranormireavel2138	moss bear	weird	cello-woken	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-weird-xeth glyph yard	procedural_visual_spec_v1
WR02139	Aerindraamarel2139	willow crab	unbrictionable	unibreccianated	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-unbrictionable-stone fen	procedural_visual_spec_v1
WR02140	Ashajoraashaen2140	stonefin bird	elegant	horrific	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-elegant-pocket sanctuary	procedural_visual_spec_v1
WR02141	Brenaeljoramireaen2141	thorn whale	cello-woken	diamond-scarred	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-cello-woken-glass orchard	procedural_visual_spec_v1
WR02142	Ashaelionion2142	ash otter	unibreccianated	verdant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-unibreccianated-neith edge	procedural_visual_spec_v1
WR02143	Aerfiracrowniel2143	ribbon serpent	horrific	beautiful	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-horrific-willow-stone county	procedural_visual_spec_v1
WR02144	Aerdalenfendria2144	mirror lynx	diamond-scarred	glyph-touched	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-diamond-scarred-last open gate	procedural_visual_spec_v1
WR02145	Aerindralarkiven2145	fern mantis	verdant	sanitized	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-verdant-diamond breakland	procedural_visual_spec_v1
WR02146	Aerdalencoriabellel2146	marrow crane	beautiful	gross	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-beautiful-black-heart ridge	procedural_visual_spec_v1
WR02147	Aermaelorluthlarken2147	quartz ram	glyph-touched	resonant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-glyph-touched-ash river	procedural_visual_spec_v1
WR02148	Aerfiraluthivyiel2148	song beetle	sanitized	chaotic	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-sanitized-morrow market	procedural_visual_spec_v1
WR02149	Aerfiraiangrovearel2149	moth-deer	gross	weird	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-gross-root vale	procedural_visual_spec_v1
WR02150	Aerdalenevaralarken2150	root hound	resonant	unbrictionable	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-resonant-ripper tunnel	procedural_visual_spec_v1
WR02151	Aeranoramargroveiel2151	glass heron	chaotic	elegant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-chaotic-cello field	procedural_visual_spec_v1
WR02152	Ashaavelfiradria2152	basalt hare	weird	cello-woken	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-weird-blue-light road	procedural_visual_spec_v1
WR02153	Aeranorevarafenael2153	orchard eel	unbrictionable	unibreccianated	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-unbrictionable-xeth glyph yard	procedural_visual_spec_v1
WR02154	Aerfiraglassaria2154	lantern fox	elegant	horrific	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-elegant-stone fen	procedural_visual_spec_v1
WR02155	Aeranororchardelle2155	cinder elk	cello-woken	diamond-scarred	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-cello-woken-pocket sanctuary	procedural_visual_spec_v1
WR02156	Aeranorcoriaashiven2156	moss bear	unibreccianated	verdant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-unibreccianated-glass orchard	procedural_visual_spec_v1
WR02157	Aerfirabrookdion2157	willow crab	horrific	beautiful	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-horrific-neith edge	procedural_visual_spec_v1
WR02158	Aerfiraamarcrownen2158	stonefin bird	diamond-scarred	glyph-touched	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-diamond-scarred-willow-stone county	procedural_visual_spec_v1
WR02159	Ashaavelfiraianiven2159	thorn whale	verdant	sanitized	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-verdant-last open gate	procedural_visual_spec_v1
WR02160	Aerindramirearel2160	ash otter	beautiful	gross	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-beautiful-diamond breakland	procedural_visual_spec_v1
WR02161	Aeranorianbrinel2161	ribbon serpent	glyph-touched	resonant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-glyph-touched-black-heart ridge	procedural_visual_spec_v1
WR02162	Aerindraianasharel2162	mirror lynx	sanitized	chaotic	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-sanitized-ash river	procedural_visual_spec_v1
WR02163	Ashaavelmaelorion2163	fern mantis	gross	weird	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-gross-morrow market	procedural_visual_spec_v1
WR02164	Aerindraevarabrinen2164	marrow crane	resonant	unbrictionable	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-resonant-root vale	procedural_visual_spec_v1
WR02165	Aerdalenamarbellen2165	quartz ram	chaotic	elegant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-chaotic-ripper tunnel	procedural_visual_spec_v1
WR02166	Ashaelionemberel2166	song beetle	weird	cello-woken	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-weird-cello field	procedural_visual_spec_v1
WR02167	Ashanaraanoren2167	moth-deer	unbrictionable	unibreccianated	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-unbrictionable-blue-light road	procedural_visual_spec_v1
WR02168	Aeranorluthglassel2168	root hound	elegant	horrific	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-elegant-xeth glyph yard	procedural_visual_spec_v1
WR02169	Aerdalenianfenaen2169	glass heron	cello-woken	diamond-scarred	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-cello-woken-stone fen	procedural_visual_spec_v1
WR02170	Aermaelorbrookdion2170	basalt hare	unibreccianated	verdant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-unibreccianated-pocket sanctuary	procedural_visual_spec_v1
WR02171	Aerdalenamarivyarel2171	orchard eel	horrific	beautiful	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-horrific-glass orchard	procedural_visual_spec_v1
WR02172	Aeranorevaraglassen2172	lantern fox	diamond-scarred	glyph-touched	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-diamond-scarred-neith edge	procedural_visual_spec_v1
WR02173	Aeranorluthgroveen2173	cinder elk	verdant	sanitized	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-verdant-willow-stone county	procedural_visual_spec_v1
