domain_alignment_serial	source_serial	source_name	domain	scene_id	event_beat_id	book_num	alignment_status	fact_status	citation_url	reader_projection	attention_triggers	digital_variance_policy	max_reader_detail	provenance_status
RWD-fc7ff78fb0b1	RWS-4bea0700f49a	Beijing	quest	B01_C018	EB-RW-00018	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q956	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-d5cc8286c8f8	RWS-4bea0700f49a	Beijing	character_world_role	B01_C018	EB-RW-00018	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q956	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-487f659d54c3	RWS-d90712596b7c	Mexico City	location	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ca4375cb0696	RWS-d90712596b7c	Mexico City	artifact	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-21432d3d7c5c	RWS-d90712596b7c	Mexico City	faction	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ab10d912667b	RWS-d90712596b7c	Mexico City	culture	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-70397d069c37	RWS-d90712596b7c	Mexico City	hazard	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-dd109d0a48d8	RWS-d90712596b7c	Mexico City	route	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-6582fbe452ab	RWS-d90712596b7c	Mexico City	quest	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-e1d71db0720e	RWS-d90712596b7c	Mexico City	character_world_role	B01_C019	EB-RW-00019	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q1489	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-38d10428b1bc	RWS-f0e14c70e8c1	São Paulo	location	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-a0ce28ca7509	RWS-f0e14c70e8c1	São Paulo	artifact	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-43a81f84082b	RWS-f0e14c70e8c1	São Paulo	faction	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-a569951ec074	RWS-f0e14c70e8c1	São Paulo	culture	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-965a74247475	RWS-f0e14c70e8c1	São Paulo	hazard	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-8a8618022adf	RWS-f0e14c70e8c1	São Paulo	route	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-068c7cf3ed6d	RWS-f0e14c70e8c1	São Paulo	quest	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-54a7bec4ab43	RWS-f0e14c70e8c1	São Paulo	character_world_role	B01_C020	EB-RW-00020	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q174	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-5c2f96931140	RWS-86b0a21efd87	Toronto	location	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ca10452f0bea	RWS-86b0a21efd87	Toronto	artifact	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-131a04e91376	RWS-86b0a21efd87	Toronto	faction	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ad70c0073cc3	RWS-86b0a21efd87	Toronto	culture	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-bae7494e59a5	RWS-86b0a21efd87	Toronto	hazard	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-4d84efaf374e	RWS-86b0a21efd87	Toronto	route	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-e27b9ca07a1a	RWS-86b0a21efd87	Toronto	quest	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-aedbc13ca64c	RWS-86b0a21efd87	Toronto	character_world_role	B01_C021	EB-RW-00021	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q172	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-bb3da477ddca	RWS-ccd49923d9b4	New Delhi	location	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-2e8275fc2fcb	RWS-ccd49923d9b4	New Delhi	artifact	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-72f2ac771c8b	RWS-ccd49923d9b4	New Delhi	faction	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-1b7666bfe3a4	RWS-ccd49923d9b4	New Delhi	culture	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-0aedcd640f61	RWS-ccd49923d9b4	New Delhi	hazard	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-786d72122258	RWS-ccd49923d9b4	New Delhi	route	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-da571deb568e	RWS-ccd49923d9b4	New Delhi	quest	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-a525bad26d66	RWS-ccd49923d9b4	New Delhi	character_world_role	B01_C022	EB-RW-00022	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q987	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-327f1f39a99f	RWS-6101ccd47bb8	Istanbul	location	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ea29c5cad205	RWS-6101ccd47bb8	Istanbul	artifact	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-8d57867d6997	RWS-6101ccd47bb8	Istanbul	faction	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-19de71aa1eef	RWS-6101ccd47bb8	Istanbul	culture	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-288214d4d3a8	RWS-6101ccd47bb8	Istanbul	hazard	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-8b820888f929	RWS-6101ccd47bb8	Istanbul	route	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-18695f68b106	RWS-6101ccd47bb8	Istanbul	quest	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-003d5dc04bf4	RWS-6101ccd47bb8	Istanbul	character_world_role	B01_C023	EB-RW-00023	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q406	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-f152c822d5fc	RWS-33a583f20aa5	Rome	location	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-b60a304c5f7d	RWS-33a583f20aa5	Rome	artifact	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-8f7cd305faf4	RWS-33a583f20aa5	Rome	faction	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-2c0e822755f3	RWS-33a583f20aa5	Rome	culture	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-9a7cbad647d8	RWS-33a583f20aa5	Rome	hazard	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-7c414b623135	RWS-33a583f20aa5	Rome	route	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-7a306fb99d76	RWS-33a583f20aa5	Rome	quest	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-178ffe94fa66	RWS-33a583f20aa5	Rome	character_world_role	B01_C024	EB-RW-00024	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q220	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-86ca1ce39687	RWS-46eea12e7e88	Berlin	location	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-2f5bf907ef71	RWS-46eea12e7e88	Berlin	artifact	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-60e719754a75	RWS-46eea12e7e88	Berlin	faction	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-958e0e1cd0cc	RWS-46eea12e7e88	Berlin	culture	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-1c4057998fcc	RWS-46eea12e7e88	Berlin	hazard	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-fa2aa189b8c3	RWS-46eea12e7e88	Berlin	route	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-0700f884a41b	RWS-46eea12e7e88	Berlin	quest	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-87a06f83cc3a	RWS-46eea12e7e88	Berlin	character_world_role	B01_C025	EB-RW-00025	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q64	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-eb39e118575d	RWS-d8e88c01ec00	Madrid	location	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-9093294432bb	RWS-d8e88c01ec00	Madrid	artifact	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ae469bd02a6d	RWS-d8e88c01ec00	Madrid	faction	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-27d6ae4c7b6c	RWS-d8e88c01ec00	Madrid	culture	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-2b73ea898af6	RWS-d8e88c01ec00	Madrid	hazard	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-e438d337ff25	RWS-d8e88c01ec00	Madrid	route	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-cb83a2847fc9	RWS-d8e88c01ec00	Madrid	quest	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-ebae142ed12f	RWS-d8e88c01ec00	Madrid	character_world_role	B01_C026	EB-RW-00026	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q280	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-0aa8812d2999	RWS-05d6adfacee7	Moscow	location	B01_C027	EB-RW-00027	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q649	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-0dc35bc19b8a	RWS-05d6adfacee7	Moscow	artifact	B01_C027	EB-RW-00027	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q649	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-64d008384338	RWS-05d6adfacee7	Moscow	faction	B01_C027	EB-RW-00027	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q649	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-5055feaeb8ef	RWS-05d6adfacee7	Moscow	culture	B01_C027	EB-RW-00027	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q649	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
RWD-73843c5b58e7	RWS-05d6adfacee7	Moscow	hazard	B01_C027	EB-RW-00027	1	WOWAS_TRANSFORM_SEED_REVIEW_REQUIRED	source_fact_not_rewritten	https://www.wikidata.org/wiki/Q649	promote_only_when_relevant	user_preference|active_quest|scene_relevance|character_world_role	presentation_may_vary; source_fact_and_canon_immutable	one_domain_echo_per_scene	source_to_domain_seed
