schedule_serial	character_id	character_name	book_num	character_group_id	group_basis	timeline_phase	assigned_scene_id	event_beat_id	relationship_layer	capacity_mode	target_policy
CTS-6d0f4b1758be	WC02957	Aerfiracoriamossel2957	B20	CG-6fe85f5b64cf	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-bf06e3d5a783	WC03617	Aeranorluthendarion3617	B20	CG-6fe85f5b64cf	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-03777a4716f8	WC03617	Aeranorluthendarion3617	B20	CG-6fe85f5b64cf	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7e0304fe019c	WC03617	Aeranorluthendarion3617	B20	CG-6fe85f5b64cf	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7f44949a7462	WC03617	Aeranorluthendarion3617	B20	CG-6fe85f5b64cf	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5182573a823b	WC04277	Aerindraianivyel4277	B20	CG-6fe85f5b64cf	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b996eca9c000	WC04277	Aerindraianivyel4277	B20	CG-6fe85f5b64cf	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-78cd6558c243	WC04277	Aerindraianivyel4277	B20	CG-6fe85f5b64cf	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-bc8bfa6473aa	WC04277	Aerindraianivyel4277	B20	CG-6fe85f5b64cf	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3446d2e16ede	WC04937	Aermaelorriveravel4937	B20	CG-6fe85f5b64cf	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-41269af87f71	WC04937	Aermaelorriveravel4937	B20	CG-6fe85f5b64cf	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b2aecec0c462	WC04937	Aermaelorriveravel4937	B20	CG-6fe85f5b64cf	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-965dba4e952a	WC04937	Aermaelorriveravel4937	B20	CG-6fe85f5b64cf	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3e05303af0ad	WC00482	Aeranoramarendarael482	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9aa0db1c07e4	WC00482	Aeranoramarendarael482	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-92ca33a5dec3	WC00482	Aeranoramarendarael482	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-a48af20a19b5	WC00482	Aeranoramarendarael482	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-406b8063f0f0	WC01142	Ashajoraemberelle1142	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-89fade2b2c65	WC01142	Ashajoraemberelle1142	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0895d4caad0f	WC01142	Ashajoraemberelle1142	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-f1438b88a47e	WC01142	Ashajoraemberelle1142	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-35e16cccc0fd	WC01802	Ashanarabrookiel1802	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-91c7a9abeb06	WC01802	Ashanarabrookiel1802	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-98b29c411117	WC01802	Ashanarabrookiel1802	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-72333bb4b143	WC01802	Ashanarabrookiel1802	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e96350e46298	WC02462	Aerfiraianashael2462	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9609d6720004	WC02462	Aerfiraianashael2462	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fdce5dba8cab	WC02462	Aerfiraianashael2462	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-e486958f1303	WC02462	Aerfiraianashael2462	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dd2cc531dd4a	WC03122	Aerfiraianforgeel3122	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-62ca23a419b8	WC03122	Aerfiraianforgeel3122	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dcbded91e9be	WC03122	Aerfiraianforgeel3122	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-c3d375021f70	WC03122	Aerfiraianforgeel3122	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a71779951fef	WC03782	Ashagalenfiraianaen3782	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6263ef02144b	WC03782	Ashagalenfiraianaen3782	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-de2f2a9dc7bd	WC03782	Ashagalenfiraianaen3782	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7cd62cbcf113	WC03782	Ashagalenfiraianaen3782	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-14ca7a4e87ad	WC04442	Aeranorianendarael4442	B20	CG-7c1a5dc33fc3	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-90be9e748626	WC04442	Aeranorianendarael4442	B20	CG-7c1a5dc33fc3	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3e5c6294cb81	WC04442	Aeranorianendarael4442	B20	CG-7c1a5dc33fc3	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-e2c8827cb85b	WC04442	Aeranorianendarael4442	B20	CG-7c1a5dc33fc3	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e50e00184d89	WC00053	Aerdalenluthaeliven53	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3dc1d215296f	WC00053	Aerdalenluthaeliven53	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f1db68570d84	WC00053	Aerdalenluthaeliven53	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4c62089ce6be	WC00053	Aerdalenluthaeliven53	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5d21381e1fd3	WC00713	Ashagalenquartzaen713	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ecdf4b290e94	WC00713	Ashagalenquartzaen713	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6f9d7962a2db	WC00713	Ashagalenquartzaen713	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2e2df59c706f	WC00713	Ashagalenquartzaen713	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d97a369cf258	WC01373	Aerindraianiel1373	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7f7790eb30d7	WC01373	Aerindraianiel1373	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-18fdbf329976	WC01373	Aerindraianiel1373	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-359e713609e9	WC01373	Aerindraianiel1373	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-aa1358ee72d2	WC02033	Caelamardion2033	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3d887fa91aeb	WC02033	Caelamardion2033	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9ca6a9b1fc4f	WC02033	Caelamardion2033	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-740bff87cbc9	WC02033	Caelamardion2033	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d051426afe82	WC02693	Ashagalenbrookaen2693	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-448e59f05cd1	WC02693	Ashagalenbrookaen2693	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3d377d544b55	WC02693	Ashagalenbrookaen2693	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-48ea073b3ac9	WC02693	Ashagalenbrookaen2693	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5def47e39792	WC03353	Brenkelanavelel3353	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-61ec00eae08c	WC03353	Brenkelanavelel3353	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2482e81ab78f	WC03353	Brenkelanavelel3353	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7654b4281317	WC03353	Brenkelanavelel3353	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b1950cc23f66	WC04013	Caelcoriaaellarkel4013	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a187b582e10d	WC04013	Caelcoriaaellarkel4013	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-aef8d99dbaba	WC04013	Caelcoriaaellarkel4013	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-b67a29b7654e	WC04013	Caelcoriaaellarkel4013	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fcf7653c6909	WC04673	Brenaellarkaria4673	B20	CG-80726568b3ba	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5d4fe872686b	WC04673	Brenaellarkaria4673	B20	CG-80726568b3ba	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fa4c6205a25a	WC04673	Brenaellarkaria4673	B20	CG-80726568b3ba	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-d2655a802b7f	WC04673	Brenaellarkaria4673	B20	CG-80726568b3ba	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-cf09232fcbf8	WC00185	Aerindraaen185	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9d670aeefc3d	WC00185	Aerindraaen185	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e35cc4e2d85e	WC00185	Aerindraaen185	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-3148d826ba5d	WC00185	Aerindraaen185	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ec666db786e2	WC00845	Aerdalenluthmossen845	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c54886063e3b	WC00845	Aerdalenluthmossen845	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-311cd75e5722	WC00845	Aerdalenluthmossen845	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-6b4279b9ee7d	WC00845	Aerdalenluthmossen845	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-92c835777cd2	WC01505	Ashaavelfiraluthiel1505	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1ee8f6236e95	WC01505	Ashaavelfiraluthiel1505	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8ae50c2162f1	WC01505	Ashaavelfiraluthiel1505	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-05f86ab516df	WC01505	Ashaavelfiraluthiel1505	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b403530a3e96	WC02165	Brenkelanavelael2165	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3179b2a76d74	WC02165	Brenkelanavelael2165	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8e0d1b284331	WC02165	Brenkelanavelael2165	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-a54c44d96907	WC02165	Brenkelanavelael2165	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0dccc57fce94	WC02825	Aerindraianforgeen2825	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b69711ca4ff6	WC02825	Aerindraianforgeen2825	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b0c683361a47	WC02825	Aerindraianforgeen2825	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-60ccbd15a3f3	WC02825	Aerindraianforgeen2825	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a3b89fd45942	WC03485	Ashajoraemberaen3485	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-626c7bb37a0a	WC03485	Ashajoraemberaen3485	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e1d3cc3a09a2	WC03485	Ashajoraemberaen3485	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-1610b6a0aadc	WC03485	Ashajoraemberaen3485	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a44f6708cb26	WC04145	Aerfiraevaraasharel4145	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fd952f5c7fa3	WC04145	Aerfiraevaraasharel4145	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6eb0adaf95d5	WC04145	Aerfiraevaraasharel4145	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-ae18923e7e8b	WC04145	Aerfiraevaraasharel4145	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-bc298e351e12	WC04805	Brenkelangalenaria4805	B20	CG-914507e6b342	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1d0dc63b1167	WC04805	Brenkelangalenaria4805	B20	CG-914507e6b342	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ec158d90720a	WC04805	Brenkelangalenaria4805	B20	CG-914507e6b342	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-01f53e4e787b	WC04805	Brenkelangalenaria4805	B20	CG-914507e6b342	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-50ea39c23d90	WC00515	Aerindrafendion515	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-371897f60270	WC00515	Aerindrafendion515	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3954b90a525e	WC00515	Aerindrafendion515	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-baa8852070bb	WC00515	Aerindrafendion515	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-61cfe6d848ad	WC01175	Ashaavelfiraaen1175	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c968cebf1bf3	WC01175	Ashaavelfiraaen1175	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-088271c090d8	WC01175	Ashaavelfiraaen1175	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-ba669999cc29	WC01175	Ashaavelfiraaen1175	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-edb0d291e41e	WC01835	Aeranoriankelaniven1835	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ee3164bf1aa2	WC01835	Aeranoriankelaniven1835	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7079bf41db4d	WC01835	Aeranoriankelaniven1835	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-72a93fee1391	WC01835	Aeranoriankelaniven1835	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a2902eb9dccc	WC02495	Aeranorluthaeliven2495	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-356414fb62a9	WC02495	Aeranorluthaeliven2495	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6ac7b9bc3dff	WC02495	Aeranorluthaeliven2495	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-5924e096d192	WC02495	Aeranorluthaeliven2495	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-23b5ba33fd6d	WC03155	Aerdalenamarivyarel3155	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8c99e8adad7a	WC03155	Aerdalenamarivyarel3155	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2a070a9a28aa	WC03155	Aerdalenamarivyarel3155	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-5050ae6e63b0	WC03155	Aerdalenamarivyarel3155	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8b6b7250419e	WC03815	Aerindraianmossarel3815	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6b8d45ed984b	WC03815	Aerindraianmossarel3815	B20	CG-9cc02963250d	book|tier|role|region	development	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ae2e63116573	WC03815	Aerindraianmossarel3815	B20	CG-9cc02963250d	book|tier|role|region	relationship_consequence	B20_OP0001	EB-OP-01966	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-8ebec696f1a4	WC03815	Aerindraianmossarel3815	B20	CG-9cc02963250d	book|tier|role|region	return_or_resolution	B20_OP0002	EB-OP-01999	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c0ec488ed9be	WC04475	Aermaelormireelle4475	B20	CG-9cc02963250d	book|tier|role|region	introduction	B20_OP0001	EB-OP-01966	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
