serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-750259857054	B03_L032	B03	EB-RW-00792	wowas::xethrolund_papi		 Event beat EB-RW-00792: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b7b3dc9669b3	B03_L033	B03	EB-RW-00793	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00793: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f4873da694fe	B03_L034	B03	EB-RW-00794			 Event beat EB-RW-00794: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-ede8321b0895	B03_L035	B03	EB-RW-00795	wowas::xethrolund_papi		 Event beat EB-RW-00795: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-83e5917af978	B03_L036	B03	EB-RW-00796			 Event beat EB-RW-00796: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-601184294d1a	B03_L037	B03	EB-RW-00797			 Event beat EB-RW-00797: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9056904f78a4	B03_L038	B03	EB-RW-00798			 Event beat EB-RW-00798: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-e377d6f8404c	B03_L039	B03	EB-RW-00799	wowas::xethrolund_papi		 Event beat EB-RW-00799: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-65de1e8fd35d	B03_L040	B03	EB-RW-00800	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00800: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-43c0f1c45782	B03_L041	B03	EB-RW-00801			 Event beat EB-RW-00801: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f5a8dcb8c1b2	B03_L042	B03	EB-RW-00802			 Event beat EB-RW-00802: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-57c1a06e2b8e	B03_L043	B03	EB-RW-00803	wowas::xethrolund_papi		 Event beat EB-RW-00803: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-3c03fadb4c1f	B03_L044	B03	EB-RW-00804	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00804: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-2b66846bdb22	B03_L045	B03	EB-RW-00805			 Event beat EB-RW-00805: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ba632e8e1e52	B03_L046	B03	EB-RW-00806			 Event beat EB-RW-00806: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-60cf0c0f277a	B03_L047	B03	EB-RW-00807	wowas::mack_willow_father		 Event beat EB-RW-00807: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-9a7131daf794	B03_L048	B03	EB-RW-00808	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00808: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b624bc9eeddc	B03_L049	B03	EB-RW-00809			 Event beat EB-RW-00809: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3139fbbbee4c	B03_L050	B03	EB-RW-00810	wowas::xethrolund_papi		 Event beat EB-RW-00810: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-dc04e2506b37	B03_L051	B03	EB-RW-00811	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00811: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-240baa789ac7	B03_L052	B03	EB-RW-00812			 Event beat EB-RW-00812: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-42c2f3f73a04	B03_L053	B03	EB-RW-00813			 Event beat EB-RW-00813: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-36d55ffa6ba3	B03_L054	B03	EB-RW-00814			 Event beat EB-RW-00814: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-72828e12bf72	B03_L055	B03	EB-RW-00815			 Event beat EB-RW-00815: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-1748514c243e	B03_L056	B03	EB-RW-00816			 Event beat EB-RW-00816: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-e1d0a2d1d42a	B03_L057	B03	EB-RW-00817	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00817: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-fa22e53250d5	B03_L058	B03	EB-RW-00818			 Event beat EB-RW-00818: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-5d75db2c5a47	B03_L059	B03	EB-RW-00819			 Event beat EB-RW-00819: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-149604eea702	B03_L060	B03	EB-RW-00820	wowas::xethrolund_papi		 Event beat EB-RW-00820: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-e618f5565ba5	B03_L061	B03	EB-RW-00821			 Event beat EB-RW-00821: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-282d8f25526c	B03_L062	B03	EB-RW-00822	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00822: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-91414ea60864	B03_L063	B03	EB-RW-00823			 Event beat EB-RW-00823: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-0a44e83ad3f0	B03_L064	B03	EB-RW-00824	wowas::mack_willow_father		 Event beat EB-RW-00824: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-479cd0a97d51	B03_L065	B03	EB-RW-00825			 Event beat EB-RW-00825: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-d296304d6798	B03_L066	B03	EB-RW-00826	wowas::xethrolund_papi		 Event beat EB-RW-00826: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-08cea1e08957	B03_L067	B03	EB-RW-00827	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00827: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-cf9618dce8ce	B03_L068	B03	EB-RW-00828			 Event beat EB-RW-00828: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b49c4c8a2503	B03_L069	B03	EB-RW-00829			 Event beat EB-RW-00829: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-8356e236fd7a	B03_L070	B03	EB-RW-00830			 Event beat EB-RW-00830: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-fcdcf365df07	B03_L071	B03	EB-RW-00831			 Event beat EB-RW-00831: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-b3bdd7578550	B03_L072	B03	EB-RW-00832	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00832: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-faccb05ac255	B03_L073	B03	EB-RW-00833			 Event beat EB-RW-00833: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-f361752b16de	B03_L074	B03	EB-RW-00834			 Event beat EB-RW-00834: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-938ebc9d2702	B03_L075	B03	EB-RW-00835			 Event beat EB-RW-00835: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-bc00650fd89b	B03_L076	B03	EB-RW-00836			 Event beat EB-RW-00836: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-a5d3a2650219	B03_L077	B03	EB-RW-00837			 Event beat EB-RW-00837: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-677e46f8e30d	B03_L078	B03	EB-RW-00838	wowas::xethrolund_papi		 Event beat EB-RW-00838: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-ac09b18e2c3b	B03_L079	B03	EB-RW-00839	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00839: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-0ed8e12b1878	B03_L080	B03	EB-RW-00840			 Event beat EB-RW-00840: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-195c04f6ee9b	B03_L081	B03	EB-RW-00841	wowas::mack_willow_father		 Event beat EB-RW-00841: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-410c7b3fbca1	B03_L082	B03	EB-RW-00842			 Event beat EB-RW-00842: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-511d2f6a8576	B03_L083	B03	EB-RW-00843			 Event beat EB-RW-00843: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-188f45a90995	B03_L084	B03	EB-RW-00844	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00844: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-cc5712bf7633	B03_L085	B03	EB-RW-00845	wowas::xethrolund_papi		 Event beat EB-RW-00845: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-043bbeaaed9d	B03_L086	B03	EB-RW-00846			 Event beat EB-RW-00846: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-47010c6747ec	B03_L087	B03	EB-RW-00847			 Event beat EB-RW-00847: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-f4daef827b64	B03_L088	B03	EB-RW-00848			 Event beat EB-RW-00848: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5ac1d59b2aa5	B03_L089	B03	EB-RW-00849			 Event beat EB-RW-00849: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-417047701b3e	B03_L090	B03	EB-RW-00850	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00850: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-b7f986fb0581	B03_L091	B03	EB-RW-00851			 Event beat EB-RW-00851: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-705eaae1b7d1	B03_L092	B03	EB-RW-00852			 Event beat EB-RW-00852: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-7118d2ce9f60	B03_L093	B03	EB-RW-00853			 Event beat EB-RW-00853: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-396e46aa5446	B03_L094	B03	EB-RW-00854	wowas::mack_willow_father		 Event beat EB-RW-00854: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-2c0ce9b59b96	B03_L095	B03	EB-RW-00855	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00855: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-e79e6af9084e	B03_L096	B03	EB-RW-00856			 Event beat EB-RW-00856: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-cba3af4ff473	B03_L097	B03	EB-RW-00857			 Event beat EB-RW-00857: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-d39d5d9957b1	B03_L098	B03	EB-RW-00858			 Event beat EB-RW-00858: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-b7f0c0c10c04	B03_L099	B03	EB-RW-00859			 Event beat EB-RW-00859: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-b34efc1d4620	B03_L100	B03	EB-RW-00860			 Event beat EB-RW-00860: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-671f89490353	B03_L101	B03	EB-RW-00861	wowas::xethrolund_papi		 Event beat EB-RW-00861: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-fc95c26cd929	B03_L102	B03	EB-RW-00862			 Event beat EB-RW-00862: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-21070c5c2a3b	B03_L103	B03	EB-RW-00863			 Event beat EB-RW-00863: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-00bb4fd46b30	B03_L104	B03	EB-RW-00864	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00864: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-94b4d693f441	B03_L105	B03	EB-RW-00865			 Event beat EB-RW-00865: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9e7b4ff0f8f5	B03_L106	B03	EB-RW-00866			 Event beat EB-RW-00866: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-b0a536c517f7	B03_L107	B03	EB-RW-00867			 Event beat EB-RW-00867: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-7f352a7de679	B03_L108	B03	EB-RW-00868			 Event beat EB-RW-00868: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-420df24b67d2	B03_L109	B03	EB-RW-00869	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00869: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-8f1031e528a0	B03_L110	B03	EB-RW-00870	wowas::xethrolund_papi		 Event beat EB-RW-00870: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-46400cb01db5	B03_L111	B03	EB-RW-00871			 Event beat EB-RW-00871: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-27ae6e2ece23	B03_L112	B03	EB-RW-00872			 Event beat EB-RW-00872: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-92c9882f4e4b	B03_L113	B03	EB-RW-00873			 Event beat EB-RW-00873: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ce7dcd3f96e4	B03_L114	B03	EB-RW-00874			 Event beat EB-RW-00874: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-f5f7a83f3172	B03_L115	B03	EB-RW-00875			 Event beat EB-RW-00875: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-8f81507188c6	B03_L116	B03	EB-RW-00876			 Event beat EB-RW-00876: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-8f7090bdebb0	B03_L117	B03	EB-RW-00877	wowas::xethrolund_papi		 Event beat EB-RW-00877: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-addc2ebbd768	B03_L118	B03	EB-RW-00878	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00878: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-213f5a5ff82f	B03_L119	B03	EB-RW-00879			 Event beat EB-RW-00879: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-50ee3a19278b	B03_L120	B03	EB-RW-00880			 Event beat EB-RW-00880: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-13477ed22573	B03_L121	B03	EB-RW-00881	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00881: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1d96c096dddf	B03_L122	B03	EB-RW-00882	wowas::xethrolund_papi		 Event beat EB-RW-00882: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-932c8c5bd7ab	B03_L123	B03	EB-RW-00883	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00883: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-8764aae491de	B03_L124	B03	EB-RW-00884			 Event beat EB-RW-00884: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-03b23722c378	B03_L125	B03	EB-RW-00885			 Event beat EB-RW-00885: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2dc9de8c223d	B03_L126	B03	EB-RW-00886	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00886: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-3d025fa1646e	B03_L127	B03	EB-RW-00887			 Event beat EB-RW-00887: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-6950625edff8	B03_L128	B03	EB-RW-00888	wowas::xethrolund_papi		 Event beat EB-RW-00888: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5e41fc61dc00	B03_L129	B03	EB-RW-00889	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00889: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9f3f6fb7dab7	B03_L130	B03	EB-RW-00890			 Event beat EB-RW-00890: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-5f086e299385	B03_L131	B03	EB-RW-00891			 Event beat EB-RW-00891: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-8f352e1cff75	B03_L132	B03	EB-RW-00892			 Event beat EB-RW-00892: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-e0f0536e9b8a	B03_L133	B03	EB-RW-00893			 Event beat EB-RW-00893: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2f3890e7ef34	B03_L134	B03	EB-RW-00894	wowas::xethrolund_papi		 Event beat EB-RW-00894: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-4ea75fcbb389	B03_L135	B03	EB-RW-00895	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00895: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-bee1af0401e8	B03_L136	B03	EB-RW-00896			 Event beat EB-RW-00896: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-29ca09ec7771	B03_L137	B03	EB-RW-00897			 Event beat EB-RW-00897: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a77b00065f58	B03_L138	B03	EB-RW-00898			 Event beat EB-RW-00898: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-5dad54f2cee0	B03_L139	B03	EB-RW-00899			 Event beat EB-RW-00899: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-4a6e5ae8e00e	B03_L140	B03	EB-RW-00900			 Event beat EB-RW-00900: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-323d8f0690d8	B03_L141	B03	EB-RW-00901			 Event beat EB-RW-00901: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3100f9e5b18b	B03_L142	B03	EB-RW-00902	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00902: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-2a71a8e3403d	B03_L143	B03	EB-RW-00903			 Event beat EB-RW-00903: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-5eca56296acc	B03_L144	B03	EB-RW-00904			 Event beat EB-RW-00904: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ccdf035752e4	B03_L145	B03	EB-RW-00905			 Event beat EB-RW-00905: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-696c1d643f33	B03_L146	B03	EB-RW-00906			 Event beat EB-RW-00906: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-1cf9f02a2123	B03_L147	B03	EB-RW-00907			 Event beat EB-RW-00907: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-56673db0c303	B03_L148	B03	EB-RW-00908	wowas::mack_willow_father		 Event beat EB-RW-00908: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-76d8383a494a	B03_L149	B03	EB-RW-00909			 Event beat EB-RW-00909: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-6a8511126ec7	B03_L150	B03	EB-RW-00910	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00910: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-91de5448d94f	B03_L151	B03	EB-RW-00911			 Event beat EB-RW-00911: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-ea38900e204b	B03_L152	B03	EB-RW-00912			 Event beat EB-RW-00912: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5c26b356a134	B03_L153	B03	EB-RW-00913			 Event beat EB-RW-00913: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-164e70c863ed	B03_L154	B03	EB-RW-00914			 Event beat EB-RW-00914: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-9127308f0236	B03_L155	B03	EB-RW-00915	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00915: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-c0b2a6be4857	B03_L156	B03	EB-RW-00916			 Event beat EB-RW-00916: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-f440bd7fc726	B03_L157	B03	EB-RW-00917	wowas::xethrolund_papi		 Event beat EB-RW-00917: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3f73325a9dc4	B03_L158	B03	EB-RW-00918	wowas::mack_willow_father		 Event beat EB-RW-00918: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-133ac273ffb3	B03_L159	B03	EB-RW-00919	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00919: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-63d1969c5a1e	B03_L160	B03	EB-RW-00920			 Event beat EB-RW-00920: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ba9b49bf92fd	B03_L161	B03	EB-RW-00921			 Event beat EB-RW-00921: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-0cf80078ab6d	B03_L162	B03	EB-RW-00922	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00922: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a103cfb2b1ee	B03_L163	B03	EB-RW-00923			 Event beat EB-RW-00923: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-6d3c70f715d2	B03_L164	B03	EB-RW-00924			 Event beat EB-RW-00924: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b06122b98399	B03_L165	B03	EB-RW-00925			 Event beat EB-RW-00925: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-bc82546fe4da	B03_L166	B03	EB-RW-00926	wowas::mack_willow_father		 Event beat EB-RW-00926: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-70241ce73a20	B03_L167	B03	EB-RW-00927	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00927: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-a0edfb621fc4	B03_L168	B03	EB-RW-00928			 Event beat EB-RW-00928: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-1d39ca38d272	B03_L169	B03	EB-RW-00929			 Event beat EB-RW-00929: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ec5eb16d622d	B03_L170	B03	EB-RW-00930	wowas::xethrolund_papi		 Event beat EB-RW-00930: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-972c298bda4c	B03_L171	B03	EB-RW-00931			 Event beat EB-RW-00931: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-01fcc1c122a8	B03_L172	B03	EB-RW-00932	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00932: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-d1f0b8a916eb	B03_L173	B03	EB-RW-00933			 Event beat EB-RW-00933: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a9ba02819286	B03_L174	B03	EB-RW-00934			 Event beat EB-RW-00934: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures	linked
MAP-SCENE-7c4bc33dc306	B03_L175	B03	EB-RW-00935			 Event beat EB-RW-00935: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction	linked
MAP-SCENE-30b3ffdd05cb	B03_L176	B03	EB-RW-00936	wowas::pip_indalwin_willowjayce		 Event beat EB-RW-00936: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a4b60c4675ba	B03_L177	B03	EB-RW-00937			 Event beat EB-RW-00937: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c6628610d3b8	B03_L178	B03	EB-RW-00938			 Event beat EB-RW-00938: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-2d0857345c3b	B03_L179	B03	EB-RW-00939			 Event beat EB-RW-00939: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
