generated_character_id	generated_name	book_anchor	generated_role	generated_tier	source_anchor	authored_canonical_id	authored_canonical_name	inherited_locked_traits	inherited_sources	voice_constraint	pressure_response	dynamic_function	dynamic_relation_type	dynamic_counterpart	dynamic_polarity	dynamic_pressure_translation	variation_policy	prose_status
WC02602	Ashaelioncinderelle2602	B28	sonomancy listener	deep-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02603	Ashanaraemberdion2603	B29	tunnel witness	support	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02604	Ashaavelfeniel2604	B30	threshold mason	background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02605	Ashagalenfiraarel2605	B31	bookbinder	story	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02606	Aerdalenamarmossaen2606	B32	bridge keeper	recurring-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02607	Ashaavelfendria2607	B33	market singer	deep-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02608	Ashajoraashelle2608	B01	glass forge worker	support	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		dream_to_document_proof	Ada/Bannock Idaho corridor	healing	Pip's intuition is confirmed by ruined brochures and roadside proof, turning dream-pressure into navigable route logic.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02609	Ashaavelmarrowel2609	B02	ripper survivor	background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02610	Aeranorcoriabellael2610	B03	map seller	story	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02611	Ashaelionmirearel2611	B04	cellar cook	recurring-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Rolzen	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02612	Aermaelorhollowiel2612	B05	triage helper	deep-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02613	Aerdaleniankelanael2613	B06	faction runner	support	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02614	Aermaelororchardiel2614	B07	wolf-road scout	background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02615	Brenkelanarel2615	B08	glyph apprentice	story	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02616	Aermaelorianlarkel2616	B09	corridor child	recurring-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02617	Ashajorafiraelle2617	B10	field healer	deep-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02618	Brenhalorbellaria2618	B11	cavern farmer	support	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02619	Aerdalenianlarkelle2619	B12	garden watcher	background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		lattice_avatar_support	Mack	mythic	The Dervish acts as lattice-avatar and threshold-support, bearing resurrection ground at the end.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02620	Aerfiracoriaen2620	B13	stone archivist	story	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		mirror_pressure_under_transformation	Rylos (Rylos Vayne Johnson)	mixed	Rylos is forced to witness a form of Pip that is beautiful, dangerous, and no longer interpretable through the old control grammar.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02621	Ashaavelindraianen2621	B14	orchard guard	recurring-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02622	Ashaelionanorianen2622	B15	sonomancy listener	deep-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02623	Ashagalenmireion2623	B16	tunnel witness	support	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02624	Aerdalenluthaeldria2624	B17	threshold mason	background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02625	Ashaelionlarkdion2625	B18	bookbinder	story	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02626	Aermaeloramaraelaen2626	B19	bridge keeper	recurring-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02627	Aermaelorianforgeen2627	B20	market singer	deep-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02628	Aeranorianaelavel2628	B21	glass forge worker	support	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02629	Brenkelanel2629	B22	ripper survivor	background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02630	Ashajorabrookaen2630	B23	map seller	story	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02631	Aerdalenevaralarken2631	B24	cellar cook	recurring-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02632	Aerfiracrowniel2632	B25	triage helper	deep-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Ursula	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02633	Aermaeloramaraelen2633	B26	faction runner	support	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		protective_response_to_transformation	Pip (Indalwin Willowjayce)	protective	Rolzen answers the shell and wing eruption with body-forward guardianship and combat adaptation, not withdrawal.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02634	Aerfiraianglasselle2634	B27	wolf-road scout	background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02635	Aeranorluthglassaen2635	B28	glyph apprentice	story	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02636	Aerfiracoriaashdion2636	B29	corridor child	recurring-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02637	Aerfiraluthaeliel2637	B30	field healer	deep-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02638	Aeranoramarbrookaen2638	B31	cavern farmer	support	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02639	Aeranorluthivyaen2639	B32	garden watcher	background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02640	Aerfiraamarcrownen2640	B33	stone archivist	story	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02641	Aerindraluthashiel2641	B01	orchard guard	recurring-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02642	Aeranorhollowaen2642	B02	sonomancy listener	deep-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02643	Brenbrinforgeel2643	B03	tunnel witness	support	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02644	Ashaelionfiraluthel2644	B04	threshold mason	background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		pack_bond	Majiskii	protective	Majiskii remains part of Pip’s loyal dog-orbit and later grounds rooms and thresholds.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02645	Ashaavelindraavel2645	B05	bookbinder	story	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Majiskii	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02646	Aerindraianlarken2646	B06	bridge keeper	recurring-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02647	Aerindraquartzdion2647	B07	market singer	deep-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02648	Aermaeloriandria2648	B08	glass forge worker	support	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02649	Aerdalenivyion2649	B09	ripper survivor	background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02650	Aerindralarkion2650	B10	map seller	story	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02651	Aerdalenianforgeaen2651	B11	cellar cook	recurring-background	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02652	Ashagalenhollowiven2652	B12	triage helper	deep-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02653	Aeranorianforgeavel2653	B13	faction runner	support	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02654	Aerindramireel2654	B14	wolf-road scout	background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02655	Aerfiraianlarkel2655	B15	glyph apprentice	story	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Solvaenkyr	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02656	Aermaelorbellarel2656	B16	corridor child	recurring-background	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Majiskii	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02657	Ashagalenemberdion2657	B17	field healer	deep-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		co_protector	Xethrolund	mixed	Both become catastrophic counterforce engines when Pip is near collapse.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02658	Aerdalenluthkelanel2658	B18	cavern farmer	support	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Neith	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02659	Aermaelorgroveelle2659	B19	garden watcher	background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Rolzen	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02660	Aerfiraamarcinderel2660	B20	stone archivist	story	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02661	Ashaelionindraiel2661	B21	orchard guard	recurring-background	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02662	Ashaavelanorbellaen2662	B22	sonomancy listener	deep-background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02663	Aerfiraluthhalorion2663	B23	tunnel witness	support	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02664	Aeranorluthaelion2664	B24	threshold mason	background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02665	Ashagalenanorianion2665	B25	bookbinder	story	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02666	Ashagalenfiraen2666	B26	bridge keeper	recurring-background	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02667	Aermaelormarrowael2667	B27	market singer	deep-background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Xethrolund	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02668	Ashanaraarel2668	B28	glass forge worker	support	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		calm_witness_to_transformation	Daisy May	protective	Daisy May reads the geode shell and wing-event as belonging rather than emergency and therefore steadies the page while everyone else panics.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02669	Aerindraluthiven2669	B29	ripper survivor	background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Dervish	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02670	Ashaelionmaeloriel2670	B30	map seller	story	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02671	Darodaleniven2671	B31	cellar cook	recurring-background	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		strange_gravity_to_late_love	Xethrolund	mixed	Their search for Pip turns fight into alliance, then into a difficult, accountability-bearing love.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02672	Aerdalenianmossiven2672	B32	triage helper	deep-background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02673	Aeranorianriverael2673	B33	faction runner	support	Thessa source orbit	unmapped:thessa	Thessa										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02674	Aerfiracoriaemberen2674	B01	wolf-road scout	background	Kael source orbit	unmapped:kael	Kael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02675	Aerdalenluthivyen2675	B02	glyph apprentice	story	Pael source orbit	unmapped:pael	Pael										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02676	Aerfiraamaraelel2676	B03	corridor child	recurring-background	Soth source orbit	unmapped:soth	Soth										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02677	Brenendarael2677	B04	field healer	deep-background	Vellin source orbit	unmapped:vellin	Vellin										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02678	Aeranorianmossiven2678	B05	cavern farmer	support	Corrath source orbit	unmapped:corrath	Corrath										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02679	Ashagalenmireael2679	B06	garden watcher	background	Dervish source orbit	wowas::dervish_cosmic_entity	Dervish	not good/evil | appears twice Book 01 | helps remake world Book 25		cosmic corrective force	extreme		book_copresence	Daisy May	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02680	Aerdalenorcharden2680	B07	stone archivist	story	Pip source orbit	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	he/him throughout | gay | ADHD+autistic | never truly redeemed by others — redeems the world | chipmunk form in Diamond time	Stitch | Tasslehoff | Barefoot | Asta | Yuno | Gray Fullbuster | Lucy Heartfilia | Drizzt | Menolly | Hermione Granger | F'nor | Erza Scarlet	protagonist / sonomancer / world-maker	extreme		book_copresence	Rylos (Rylos Vayne Johnson)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02681	Aeranorcairnen2681	B08	orchard guard	recurring-background	Rolzen source orbit	wowas::rolzen_warrior_anchor	Rolzen	Rolzen NOT Rosen | captured ~50yr before Pip returns | hog-tied by Pip — loves him from that moment | throws Pip over shoulder when protective | tucks Pip under arm when excited | decade after restoration before Pip allows connection | extremely persistent/horndog toward Pip	Jason Stackhouse | Charmy | Natsu | Noelle Silva	warrior / healing arc / flux field teacher	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02682	Aerfiragrovearel2682	B09	sonomancy listener	deep-background	Xethrolund source orbit	wowas::xethrolund_papi	Xethrolund	7ft red hair muscular | believes cannot feel — wrong | blue light = his frequency | He ran. He came. He arrived.	Giles | Remus Lupin | Librarian/Pratchett	librarian / guide / love interest	extreme		book_copresence	Pip (Indalwin Willowjayce)	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02683	Aeranorquartzarel2683	B10	tunnel witness	support	Rylos source orbit	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	accountability NOT redemption | toxic codependence with Pip | Strange Gravity with Xethrolund Book 18 | mortal wound Book 24 | superpositioned with Pip to defeat Neith	Ares (VERY VERY primary) | Queen of the Damned | Uncle Jesse | Professor McGonagall (transmutation) | Yuno (secondary)	primary antagonist / accountability arc / Xeth love interest	extreme		book_copresence	Mack	mixed	Characters share active-page pressure in the same book and can influence world texture together.	vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
WC02684	Aerdalenriveriel2684	B11	threshold mason	background	Kyreal source orbit	unmapped:kyreal	Kyreal										vary scene behavior through authored pressure/dynamic fields; do not clone prose or identity	no_generated_prose
