monster_code	common_name	neo_scientific_name	story_corridor	state	county_anchor	anchor_city	life_domain	base_american_anchor	anchor_scientific_name	wowas_zone_fit	landscape_pressure	american_myth_register	microbiology_register	source_media_register_1	source_media_register_2	source_media_register_3	source_media_register_4	source_trait_stack	pressure_split	encounter_threat_tier	fight_pattern	morph_description	behavior_in_world	ecological_function	danger_to_humans	edge_of_seat_hook	quest_or_scene_use	generator_notes
wowas::bannock_county_bird_02	Tide-scorch Owl	Chorusumbr tenebris	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	bird	barn owl	Tyto alba	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	thunderbird register	gut mutualism	Menolly	Tommy Pickles	Tasslehoff Burrfoot		music as shelter and belonging; feral childhood nerve and opportunism; curiosity ignoring danger boundaries	wonder_from_wreckage	moderate	circling omen strike pattern	American barn owl reimagined through Menolly, Tommy Pickles, and Tasslehoff Burrfoot; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_reptile_01	Culvert-Lure Alligator	Flumenokla lucens	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	reptile	American alligator	Alligator mississippiensis	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	fire-snake	iron bacteria	Jason Voorhees	Lindsey Stirling	Yuno		relentless arrival and implacable pressure; knife-clean transitions and kinetic string line; cold precision under grace	unstable_mixed_field	high	heat-lie stillness into violent snap	American American alligator reimagined through Jason Voorhees, Lindsey Stirling, and Yuno; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	threshold heat and patience pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_amphibian_01	Cryptobiotic-Thorn Bullfrog	Pluviasuffol fracta	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	amphibian	American bullfrog	Lithobates catesbeianus	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	rain child	skin symbiont bloom	Nemesis	Bad Santa	Zohan		bulldozing pursuit through chaos; profane tenderness under rot; foolish swagger covering real care	unstable_mixed_field	moderate	paralytic slick terrain control	American American bullfrog reimagined through Nemesis, Bad Santa, and Zohan; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	water-edge swarm and slick pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_fish_01	Horned Catfish	Rivuscanto vigil	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	fish	channel catfish	Ictalurus punctatus	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	catfish prophet	sulfur edge mats	Joey Tribbiani	Zohan	Lacuna Coil		social boldness and shameless appetite; foolish swagger covering real care; gothic split-voice beauty and dread	wonder_from_wreckage	moderate	water burst and drag-down	American channel catfish reimagined through Joey Tribbiani, Zohan, and Lacuna Coil; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	current and undertow pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_insect_01	Basalt Bee	Myrmelampy cerula	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	insect	monarch butterfly	Danaus plexippus	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	prairie trumpet	sap film	Lindsey Stirling	Sarah Evans	Noelle Silva		knife-clean transitions and kinetic string line; open-throated country ache and lift; water nobility sharpened by pride	unstable_mixed_field	moderate	nest defense with escalating numbers	American monarch butterfly reimagined through Lindsey Stirling, Sarah Evans, and Noelle Silva; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_insect_02	Moss-veil Bee	Myrmeacrida mirata	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	insect	honey bee	Apis mellifera	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	field witch	gut symbiont cloud	Zohan	Nemesis	Kimmy Gibbler		foolish swagger covering real care; bulldozing pursuit through chaos; chaotic familiarity and offbeat warmth	wonder_from_wreckage	moderate	nest defense with escalating numbers	American honey bee reimagined through Zohan, Nemesis, and Kimmy Gibbler; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_arachnid_01	Tide-horned Orb-Weaver	Noctisdolome ferox	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	arachnid	orb-weaver	Araneidae	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	cave haint	mite consortium	Kimmy Gibbler	Erza Scarlet	Hermione Granger		chaotic familiarity and offbeat warmth; armored love and overwhelming force; analytic patterning and prepared response	unstable_mixed_field	high	ceiling-drop ambush	American orb-weaver reimagined through Kimmy Gibbler, Erza Scarlet, and Hermione Granger; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	web, ceiling, and ambush pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_arachnid_02	Tide-maw Spider	Dolomeatlant grypha	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	arachnid	jumping spider	Salticidae	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	grave silk watcher	silk-associated biofilm	Hermione Granger	Zohan	Freddy Krueger	Noelle Silva	analytic patterning and prepared response; foolish swagger covering real care; dream-penetration and intimate threat; water nobility sharpened by pride	unstable_mixed_field	high	web geometry and vision trap	American jumping spider reimagined through Hermione Granger, Zohan, Freddy Krueger, and Noelle Silva; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	web, ceiling, and ambush pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_arthropod_01	Freight Centipede	Cambaraumbr sinuata	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	arthropod	centipede	Chilopoda	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	freight phantom	road dust extremophiles	Jason Voorhees	Joey Tribbiani	Elle Woods		relentless arrival and implacable pressure; social boldness and shameless appetite; disarming brightness with hidden steel	wonder_from_wreckage	high	burrow flank and leg-break	American centipede reimagined through Jason Voorhees, Joey Tribbiani, and Elle Woods; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rattle-shell and burrow pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_arthropod_02	Dragon-lava Millipede	Belostookla ferox	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	arthropod	millipede	Diplopoda	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	mirror crawler	road dust extremophiles	Professor McGonagall	Lacuna Coil	Hermione Granger	Yuno	identity-through-transformation discipline; gothic split-voice beauty and dread; analytic patterning and prepared response; cold precision under grace	fear_by_stripping	severe	burrow flank and leg-break	American millipede reimagined through Professor McGonagall, Lacuna Coil, Hermione Granger, and Yuno; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	rattle-shell and burrow pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_flora_01	Choir-freight Cottonwood	Lupinuniol vigil	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	flora	cottonwood	Populus deltoides	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	prairie bride	leaf-rust logic	Tommy Pickles	Joey Tribbiani	Kimmy Gibbler		feral childhood nerve and opportunism; social boldness and shameless appetite; chaotic familiarity and offbeat warmth	unstable_mixed_field	moderate	thorn-wall enclosure	American cottonwood reimagined through Tommy Pickles, Joey Tribbiani, and Kimmy Gibbler; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_flora_02	Basalt-Mire Oak	Panicatlanti cerula	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	flora	live oak	Quercus virginiana	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	prairie bride	yeast bloom	Nemesis	Jason Stackhouse	Drizzt Do'Urden		bulldozing pursuit through chaos; body-forward sincerity and reckless warmth; underground precision and lonely honor	wonder_from_wreckage	moderate	spore lure around shelter	American live oak reimagined through Nemesis, Jason Stackhouse, and Drizzt Do'Urden; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_fungus_01	Glaer-lure Stinkhorn	Morchokla sinuata	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	fungus	turkey tail	Trametes versicolor	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	choir mold	mycorrhizal network	Apocalyptica	Jason Voorhees	Yuno		percussive cello violence and grave beauty; relentless arrival and implacable pressure; cold precision under grace	wonder_from_wreckage	moderate	spore bloom into hallucination	American turkey tail reimagined through Apocalyptica, Jason Voorhees, and Yuno; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_fungus_02	Freight Morel	Amanitmyces viridis	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	fungus	oyster mushroom	Pleurotus ostreatus	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	under-root saint	spore cloud exchange	Natsu	Erza Scarlet	Metallica		explosive heat and protective combustion; armored love and overwhelming force; storm-weight aggression and crushing drive	wonder_from_wreckage	moderate	spore bloom into hallucination	American oyster mushroom reimagined through Natsu, Erza Scarlet, and Metallica; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_microbe_01	Fire-Snake Film	Algolconsort viridis	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	microbe	biofilm colony	mixed biofilm	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	invisible parish	extremophile lattice	Lacuna Coil	Joey Tribbiani	Lindsey Stirling	Metallica	gothic split-voice beauty and dread; social boldness and shameless appetite; knife-clean transitions and kinetic string line; storm-weight aggression and crushing drive	fear_by_stripping	moderate	invisible colony pressure	American biofilm colony reimagined through Lacuna Coil, Joey Tribbiani, Lindsey Stirling, and Metallica; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	invisible contamination and field pressure	moderate; survivable with coordination, but punishing to the careless	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_microbe_02	Glass-maw Bloom	Matriokla tenebris	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	microbe	yeast bloom	wild yeast	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	invisible parish	extremophile lattice	Zohan	Nemesis	Jason Voorhees		foolish swagger covering real care; bulldozing pursuit through chaos; relentless arrival and implacable pressure	unstable_mixed_field	moderate	invisible colony pressure	American yeast bloom reimagined through Zohan, Nemesis, and Jason Voorhees; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	invisible contamination and field pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bannock_county_stone_01	Cryptobiotic Selenite	Basaltivitru sinuata	brochure_trace_inland	Idaho	Bannock County	High Desert / Lava Corridor	stone	selenite	Selenite	zone::idaho_lava	lava plains, drygrass ridges, rail spines, culvert camps	dragon egg	moonmilk bacterium	Joey Tribbiani	Bad Santa	Tommy Pickles		social boldness and shameless appetite; profane tenderness under rot; feral childhood nerve and opportunism	wonder_from_wreckage	high	weight-lock threshold crush	American selenite reimagined through Joey Tribbiani, Bad Santa, and Tommy Pickles; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	terrain, threshold, and witness pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bannock County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_mammal_01	Reed Stag	Cinervitra viridis	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	mammal	river otter	Lontra canadensis	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	jackalope register	mycorrhizal exchange	Noelle Silva	Metallica	Joey Tribbiani	Yuno	water nobility sharpened by pride; storm-weight aggression and crushing drive; social boldness and shameless appetite; cold precision under grace	fear_by_stripping	severe	territorial charge through cover	American river otter reimagined through Noelle Silva, Metallica, Joey Tribbiani, and Yuno; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	mid-to-large fauna pressure anchor	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_mammal_02	Dragon-dust Loper	Umbrmeridi cerula	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	mammal	American black bear	Ursus americanus	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	jackalope register	gut mutualism	Jason Voorhees	Elle Woods	Freddy Krueger		relentless arrival and implacable pressure; disarming brightness with hidden steel; dream-penetration and intimate threat	unstable_mixed_field	high	wound-tracking pursuit	American American black bear reimagined through Jason Voorhees, Elle Woods, and Freddy Krueger; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	mid-to-large fauna pressure anchor	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_bird_01	Cold-Current Loon	Threnocorti vigil	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	bird	common loon	Gavia immer	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	thunderbird register	slime mold logic	Stitch	Bad Santa	Michael Jackson		engineered ferocity choosing attachment; profane tenderness under rot; precision broadcast and impossible rhythm	fear_by_stripping	moderate	vertical dive and sonic panic	American common loon reimagined through Stitch, Bad Santa, and Michael Jackson; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_bird_02	Bone-reed Heron	Albaechorus vigil	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	bird	red-tailed hawk	Buteo jamaicensis	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	thunderbird register	slime mold logic	Sarah Evans	Stitch	Asta		open-throated country ache and lift; engineered ferocity choosing attachment; grit and refusal to yield	unstable_mixed_field	moderate	circling omen strike pattern	American red-tailed hawk reimagined through Sarah Evans, Stitch, and Asta; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_reptile_01	Cinder-knell Turtle	Umbraatlanti fracta	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	reptile	gopher snake	Pituophis catenifer	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	river devil	thermophile film	Jason Stackhouse	Nemesis	Roseanne		body-forward sincerity and reckless warmth; bulldozing pursuit through chaos; working-class endurance and hard humor	unstable_mixed_field	high	armor-plate siege	American gopher snake reimagined through Jason Stackhouse, Nemesis, and Roseanne; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	threshold heat and patience pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_amphibian_01	Glass-snake-river Hellbender	Vitraokla mirata	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	amphibian	hellbender	Cryptobranchus alleganiensis	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	mud-angel	pond biofilm	Lacuna Coil	Hermione Granger	Michael Jackson		gothic split-voice beauty and dread; analytic patterning and prepared response; precision broadcast and impossible rhythm	unstable_mixed_field	moderate	paralytic slick terrain control	American hellbender reimagined through Lacuna Coil, Hermione Granger, and Michael Jackson; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	water-edge swarm and slick pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_fish_01	Falls-Gleam Paddlefish	Cantolucens ferox	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	fish	paddlefish	Polyodon spathula	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	sainted trout	gill biofilm	Drizzt Do'Urden	Erza Scarlet	Asta	Professor McGonagall	underground precision and lonely honor; armored love and overwhelming force; grit and refusal to yield; identity-through-transformation discipline	fear_by_stripping	moderate	water burst and drag-down	American paddlefish reimagined through Drizzt Do'Urden, Erza Scarlet, Asta, and Professor McGonagall; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	current and undertow pressure	moderate; survivable with coordination, but punishing to the careless	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_insect_01	Sainted-Scorch Grasshopper	Aetherumbr sinuata	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	insect	grasshopper	Caelifera	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	prairie trumpet	gut symbiont cloud	Noelle Silva	Gray Fullbuster	Metallica		water nobility sharpened by pride; ice-veined control and restraint; storm-weight aggression and crushing drive	wonder_from_wreckage	moderate	strobe-swarm around weak points	American grasshopper reimagined through Noelle Silva, Gray Fullbuster, and Metallica; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_insect_02	Falls-Gleam Butterfly	Vespalampy lucens	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	insect	monarch butterfly	Danaus plexippus	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	field witch	gut symbiont cloud	Nemesis	Bad Santa	Gray Fullbuster		bulldozing pursuit through chaos; profane tenderness under rot; ice-veined control and restraint	wonder_from_wreckage	moderate	strobe-swarm around weak points	American monarch butterfly reimagined through Nemesis, Bad Santa, and Gray Fullbuster; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::bonneville_county_arachnid_01	Water-Panther Jumper	Lycoarcov tenebris	brochure_trace_inland	Idaho	Bonneville County	Snake River / Falls Corridor	arachnid	fishing spider	Dolomedes spp.	zone::idaho_handoff	cold river cuts, basalt falls, reed beds, shuttered overlooks	web widow	salt-crust microbes	Jason Voorhees	Kimmy Gibbler	Tasslehoff Burrfoot		relentless arrival and implacable pressure; chaotic familiarity and offbeat warmth; curiosity ignoring danger boundaries	wonder_from_wreckage	high	web geometry and vision trap	American fishing spider reimagined through Jason Voorhees, Kimmy Gibbler, and Tasslehoff Burrfoot; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	web, ceiling, and ambush pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in roadside proof and ruined-highway scenes to make discovery dangerous instead of passive.	Focus hardcore on Bonneville County, Idaho travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
