character_code	canonical_name	book_num	book_title	timeline_band_code	first_active_scene	last_active_scene	activity_mode	narrative_tier	quest_role	faction	role_summary	region_code	dimension_overlay	peril_state	transformation_state	book_function_notes	source_basis
wowas::kyrel_onrylder_ironsong	Kyrel On'Rylder Iron-Song	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord	young survivor / future reserve	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::loreth_velthane_darkcurrent	Loreth Vel'Thane Dark-Current	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Resonance	practical researcher	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::mack_willow_father	Mack	14	The Long Reorientation	B14			active	core	major_recurring	none	guardian / biological father / planetary anchor	post_diamond_survivor_zones	none	active	grotesque_to_returning	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	character_registry
wowas::majiskii_great_dane	Majiskii	14	The Long Reorientation	B14			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::neith_architect_mother	Neith	14	The Long Reorientation	B14			active	core	opposition	none	foundational architect villain / Rylos' mother	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	character_registry
wowas::oswyn	Oswyn	14	The Long Reorientation	B14			active	major_recurring	major_recurring	Unaffiliated	witness / Mack griever	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::pethran	Pethran	14	The Long Reorientation	B14			active	major_recurring	major_recurring	Iron Accord / cross-faction	post-collapse physical architect	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	14	The Long Reorientation	B14	B14_005	B14_R0450	active	core	party_core	none	protagonist / sonomancer / world-maker	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::renath	Renath	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord / cross-faction	logistics coordinator	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::reval	Reval	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Ash-Born	internal tension with Corveth	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	14	The Long Reorientation	B14	B14_005	B14_R0456	active	core	party_core	none	warrior / healing arc / flux field teacher	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	scene_index_inference
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	14	The Long Reorientation	B14	B14_M003	B14_M058	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	scene_index_inference
wowas::selwyn	Selwyn	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord	youth cohort emotional support	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::seth_velthane_ironsong	Seth Vel'Thane Iron-Song	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Resonance	cartographer	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::sorra_marsoLen_thorngrace	Sorra Marso'len Thorn-Grace	14	The Long Reorientation	B14			active	major_recurring	major_recurring	Meridian	healer-ethicist / protocol architect	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::tavan_velthane_stonehayne	Tavan Vel'Thane Stone-Hayne	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Resonance	mid-generation anchor	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::thorn_ashkoral	Thorn Ash'Koral	14	The Long Reorientation	B14	B14_002	B14_R0447	introduced	major_recurring	major_recurring	Ash-Born (pre-collapse)	returned / Corveth's reckoning	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	14	The Long Reorientation	B14	B14_M001	B14_M057	active	core	major_recurring	none	biological mother / cosmic anchor	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	scene_index_inference
wowas::verath_onrylder_ashcinder	Verath On'Rylder Ash-Cinder	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord	communications relay	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::wrenath_velthane_stillwater	Wrenath Vel'Thane Still-Water	14	The Long Reorientation	B14			active	major_recurring	major_recurring	Resonance	historian / diplomat / Santa Hat	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::xethrolund_papi	Xethrolund	14	The Long Reorientation	B14	B14_M001	B14_M056	active	core	party_core	none	librarian / guide / love interest	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	15	Suffocating in Silence	B15	B15_S084	B15_R0568	companion_presence	core	party_core	none	unconditional anchor	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	15	Suffocating in Silence	B15			active	core	major_recurring	none	cosmic corrective force	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	character_registry
wowas::mack_willow_father	Mack	15	Suffocating in Silence	B15	B15_S112	B15_R0571	active	core	major_recurring	none	guardian / biological father / planetary anchor	neith_border_silence_realms	none	extreme	grotesque_to_returning	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	15	Suffocating in Silence	B15			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::neith_architect_mother	Neith	15	Suffocating in Silence	B15			active	core	opposition	none	foundational architect villain / Rylos' mother	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	15	Suffocating in Silence	B15	B15_S025	B15_R0562	active	core	party_core	none	protagonist / sonomancer / world-maker	neith_border_silence_realms	neith_realm	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	15	Suffocating in Silence	B15	B15_003	B15_R0548	introduced	core	party_core	none	warrior / healing arc / flux field teacher	neith_border_silence_realms	neith_realm	extreme	healing_from_ripper_damage	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	15	Suffocating in Silence	B15	B15_M005	B15_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	neith_border_silence_realms	neith_realm	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::silence_death_warden	Unnamed Warden Friend (dies Book 15)	15	Suffocating in Silence	B15			introduced	major_recurring	major_recurring	Diamond survivor	core party member / dies in the Silence	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	15	Suffocating in Silence	B15	B15_M002	B15_M057	active	core	major_recurring	none	biological mother / cosmic anchor	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	scene_index_inference
wowas::wrenath_velthane_stillwater	Wrenath Vel'Thane Still-Water	15	Suffocating in Silence	B15			active	major_recurring	major_recurring	Resonance	historian / diplomat / Santa Hat	neith_border_silence_realms	none	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::xethrolund_papi	Xethrolund	15	Suffocating in Silence	B15	B15_M001	B15_M056	active	core	party_core	none	librarian / guide / love interest	neith_border_silence_realms	neith_realm	extreme	stable	Pip finds Rolzen in feral mutilated state. Mistakes him for a ripper. | Ripper attack: Pip recreates diamond spell in their cell. Fights. Hog-ties Rolzen with whip. Raises diamond shield. Rolzen loves him from this moment. | Silence descends: absolute dark. Thick black.	placement_by_book
wowas::corveth_ashkoral_darkcurrent	Corveth Ash'Koral Dark-Current	16	The Deepening World	B16			active	major_recurring	major_recurring	Ash-Born	faction lieutenant / reckoning arc	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	16	The Deepening World	B16	B16_S084	B16_R0456	companion_presence	core	party_core	none	unconditional anchor	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	16	The Deepening World	B16			companion_presence	core	party_core	none	unconditional anchor	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Daisy May remains calm around the shell and geode-wing event because she reads it as belonging rather than catastrophe.	author_locked_corridor_extension
wowas::dervish_cosmic_entity	Dervish	16	The Deepening World	B16			active	core	major_recurring	none	cosmic corrective force	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	character_registry
wowas::mack_willow_father	Mack	16	The Deepening World	B16	B16_S112	B16_R0459	active	core	major_recurring	none	guardian / biological father / planetary anchor	neith_border_silence_realms	none	active	grotesque_to_returning	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	16	The Deepening World	B16			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::majiskii_great_dane	Majiskii	16	The Deepening World	B16			companion_presence	core	party_core	none	anchor / daughter-dog / uncanny witness	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Majiskii treats pregnancy and gestation-adjacent states as obvious, and meets the shell event with bored interest rather than panic.	author_locked_corridor_extension
wowas::neith_architect_mother	Neith	16	The Deepening World	B16	B16_104	B16_R0445	active	core	opposition	none	foundational architect villain / Rylos' mother	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	scene_index_inference
wowas::oswyn	Oswyn	16	The Deepening World	B16			active	major_recurring	major_recurring	Unaffiliated	witness / Mack griever	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	16	The Deepening World	B16	B16_M001	B16_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	neith_border_silence_realms	neith_realm	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	16	The Deepening World	B16	B16_I901		active	core	party_core	none	protagonist / sonomancer / world-maker	oregon_coast__idaho_brochure	none	elevated	back-stones embedded	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Pip's geode material becomes laminar wing-feathers rather than soft plumage; the wings are made of whatever energy he is incorporating.	author_locked_corridor_extension
wowas::rolzen_warrior_anchor	Rolzen	16	The Deepening World	B16			active	core	party_core	none	warrior / healing arc / flux field teacher	neith_border_silence_realms	neith_realm	active	healing_from_ripper_damage	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	16	The Deepening World	B16			active	core	party_core	none	warrior / healing arc / flux field teacher	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Rolzen reads the transformation as embodied truth and reacts with explosive physical guardianship rather than abstraction.	author_locked_corridor_extension
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	16	The Deepening World	B16			active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	neith_border_silence_realms	neith_realm	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	16	The Deepening World	B16			active	core	opposition	none	accountability arc / mirror pressure / impossible bond participant	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Rylos is present within the party pressure even when his emotional vector is unstable and self-dividing.	author_locked_corridor_extension
wowas::solvaenkyr_faithfixer	Solvaenkyr	16	The Deepening World	B16	B16_M003	B16_M059	active	major_recurring	major_recurring	none (Diamond-era classmate)	Faith-Fixer / wraith-state endpoint	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	scene_index_inference
wowas::sorra_marsoLen_thorngrace	Sorra Marso'len Thorn-Grace	16	The Deepening World	B16			active	major_recurring	major_recurring	Meridian	healer-ethicist / protocol architect	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	16	The Deepening World	B16	B16_M002	B16_M058	active	core	major_recurring	none	biological mother / cosmic anchor	neith_border_silence_realms	none	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	16	The Deepening World	B16	B16_M001	B16_M057	active	core	party_core	none	librarian / guide / love interest	neith_border_silence_realms	neith_realm	active	stable	Grief for the one lost in the Silence settles. | Quantum field first practical application. | Ripper transformation resisted: Pip keeps healing both himself and Rolzen.	placement_by_book
wowas::xethrolund_papi	Xethrolund	16	The Deepening World	B16			active	core	party_core	none	librarian / glyph tactician / love interest	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Xethrolund approaches the shell and wing event as coded reality that still refuses simple explanation.	author_locked_corridor_extension
wowas::zaz_revelator	Zaz	16	The Deepening World	B16			active	major_recurring	party_core	none	aggressive humorous revelator / says what Pip overlooks	oregon_coast__idaho_brochure	none	elevated	stable	Pip is still unstable from ocean contact; the coast, dream, and inland brochure proof all confirm that intuition is now a physical navigational system. Zaz voices the side-beauty, absurdity, and emotional spill Pip is too narrowed to notice.	author_locked_corridor_extension
wowas::daisy_may_great_dane	Daisy May	17	Black Heart Scar	B17	B17_S084	B17_R0604	companion_presence	core	party_core	none	unconditional anchor	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	17	Black Heart Scar	B17			companion_presence	core	party_core	none	unconditional anchor	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Daisy May remains calm around the shell and geode-wing event because she reads it as belonging rather than catastrophe.	author_locked_corridor_extension
wowas::dervish_cosmic_entity	Dervish	17	Black Heart Scar	B17			active	core	major_recurring	none	cosmic corrective force	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	character_registry
wowas::mack_willow_father	Mack	17	Black Heart Scar	B17	B17_S112	B17_R0607	active	core	major_recurring	none	guardian / biological father / planetary anchor	neith_border_silence_realms	none	extreme	grotesque_to_returning	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	scene_index_inference
wowas::majiskii_great_dane	Majiskii	17	Black Heart Scar	B17			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	character_registry
wowas::majiskii_great_dane	Majiskii	17	Black Heart Scar	B17			companion_presence	core	party_core	none	anchor / daughter-dog / uncanny witness	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Majiskii treats pregnancy and gestation-adjacent states as obvious, and meets the shell event with bored interest rather than panic.	author_locked_corridor_extension
wowas::neith_architect_mother	Neith	17	Black Heart Scar	B17	B17_106	B17_R0594	active	core	opposition	none	foundational architect villain / Rylos' mother	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	scene_index_inference
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	17	Black Heart Scar	B17	B17_002	B17_R0612	active	core	party_core	none	protagonist / sonomancer / world-maker	neith_border_silence_realms	neith_realm	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	17	Black Heart Scar	B17	B17_I901	B17_I905	active	core	party_core	none	protagonist / sonomancer / world-maker	onondaga_cave_state	none	extreme	geode shell -> gemstone wing eruption	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Pip's geode material becomes laminar wing-feathers rather than soft plumage; the wings are made of whatever energy he is incorporating.	author_locked_corridor_extension
wowas::rolzen_warrior_anchor	Rolzen	17	Black Heart Scar	B17	B17_001	B17_R0612	active	core	party_core	none	warrior / healing arc / flux field teacher	neith_border_silence_realms	neith_realm	extreme	healing_from_ripper_damage	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	placement_by_book
wowas::rolzen_warrior_anchor	Rolzen	17	Black Heart Scar	B17			active	core	party_core	none	warrior / healing arc / flux field teacher	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Rolzen reads the transformation as embodied truth and reacts with explosive physical guardianship rather than abstraction.	author_locked_corridor_extension
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	17	Black Heart Scar	B17	B17_M003	B17_M059	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	neith_border_silence_realms	neith_realm	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	17	Black Heart Scar	B17			active	core	opposition	none	accountability arc / mirror pressure / impossible bond participant	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Rylos is present within the party pressure even when his emotional vector is unstable and self-dividing.	author_locked_corridor_extension
wowas::solvaenkyr_faithfixer	Solvaenkyr	17	Black Heart Scar	B17	B17_M004	B17_M060	active	major_recurring	major_recurring	none (Diamond-era classmate)	Faith-Fixer / wraith-state endpoint	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	17	Black Heart Scar	B17	B17_M001	B17_M057	active	core	major_recurring	none	biological mother / cosmic anchor	neith_border_silence_realms	none	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	17	Black Heart Scar	B17			active	core	party_core	none	librarian / guide / love interest	neith_border_silence_realms	neith_realm	extreme	stable	Rolzen barely looks human. Full horror of centuries of Ripper captivity. | Pip heals: slow, long, continuous. ~1 year to escape readiness. 5 years to more-human-than-scar. | Rolzen teaches Pip the flux field. Opposite of quantum field.	placement_by_book
wowas::xethrolund_papi	Xethrolund	17	Black Heart Scar	B17			active	core	party_core	none	librarian / glyph tactician / love interest	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Xethrolund approaches the shell and wing event as coded reality that still refuses simple explanation.	author_locked_corridor_extension
wowas::zaz_revelator	Zaz	17	Black Heart Scar	B17			active	major_recurring	party_core	none	aggressive humorous revelator / says what Pip overlooks	onondaga_cave_state	none	extreme	stable	The geode shell siege at Onondaga turns the whole party into a holding line around a transformation none of them can control from outside. Zaz voices the side-beauty, absurdity, and emotional spill Pip is too narrowed to notice.	author_locked_corridor_extension
wowas::daisy_may_great_dane	Daisy May	18	Strange Gravity	B18	B18_S084	B18_R0520	companion_presence	core	party_core	none	unconditional anchor	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	scene_index_inference
wowas::daisy_may_great_dane	Daisy May	18	Strange Gravity	B18			companion_presence	core	party_core	none	unconditional anchor	missouri_cave_state	none	elevated	stable	After the shell eruption, cave-state travel and aftermath pressure keep the group inside stone-memory and dragon-shell consequences. Daisy May remains calm around the shell and geode-wing event because she reads it as belonging rather than catastrophe.	author_locked_corridor_extension
wowas::dervish_cosmic_entity	Dervish	18	Strange Gravity	B18			active	core	major_recurring	none	cosmic corrective force	neith_border_silence_realms	none	active	stable	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	character_registry
wowas::mack_willow_father	Mack	18	Strange Gravity	B18	B18_S112	B18_R0523	active	core	major_recurring	none	guardian / biological father / planetary anchor	neith_border_silence_realms	none	active	grotesque_to_returning	Rylos hears of Pip's abduction. Launches independent rescue mission. | Xethrolund hears of Pip's abduction. Calculates. Moves. | They encounter each other. Fight. Devastating. Both.	scene_index_inference
