merge_serial	book_num	dropped_scene_id	event_beat_id	beat_kind	character_links	relationship_links	anchor_scene_id	merge_reason	source_trace
CMP-BEAT-d0c6c396ddf9	12	B12_R0027	EB-04988	certainty_trade		0	B12_M006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04988
CMP-BEAT-e0ddf8d7f23c	12	B12_R0028	EB-04989	creature_signal		0	B12_M007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04989
CMP-BEAT-0b0ccd950004	12	B12_R0029	EB-04990	consequence_record		0	B12_M008	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04990
CMP-BEAT-1d20996ba1c4	12	B12_R0030	EB-04991	choice_pressure		0	B12_M009	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04991
CMP-BEAT-32589f518a4d	12	B12_R0031	EB-04992	relationship_obligation		0	B12_M010	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04992
CMP-BEAT-499c586af405	12	B12_R0032	EB-04993	ecology_response		0	B12_M011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04993
CMP-BEAT-104c1b206886	12	B12_R0033	EB-04994	world_cost		0	B12_M012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04994
CMP-BEAT-f9d1e7717d42	12	B12_R0034	EB-04995	quest_revision		0	B12_M013	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04995
CMP-BEAT-fc247bf56986	12	B12_R0035	EB-04996	certainty_trade		0	B12_M014	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04996
CMP-BEAT-a7b46f10fc43	12	B12_R0036	EB-04997	creature_signal		0	B12_M015	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04997
CMP-BEAT-407270f36734	12	B12_R0037	EB-04998	consequence_record		0	B12_M016	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04998
CMP-BEAT-a64fe6966220	12	B12_R0038	EB-04999	choice_pressure		0	B12_M017	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-04999
CMP-BEAT-837aec7eed39	12	B12_R0039	EB-05000	relationship_obligation		0	B12_M018	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05000
CMP-BEAT-e10eeddcdbd6	12	B12_R0040	EB-05001	ecology_response		0	B12_M019	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05001
CMP-BEAT-32b39f179604	12	B12_R0041	EB-05002	world_cost		0	B12_M020	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05002
CMP-BEAT-1002dcbd3d54	12	B12_R0042	EB-05003	quest_revision		0	B12_M021	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05003
CMP-BEAT-5d3287a738e8	12	B12_R0043	EB-05004	certainty_trade		0	B12_M022	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05004
CMP-BEAT-e246938f6e9b	12	B12_R0044	EB-05005	creature_signal		0	B12_M023	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05005
CMP-BEAT-0594c88d2326	12	B12_R0045	EB-05006	consequence_record		0	B12_M024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05006
CMP-BEAT-b19e6bf9e7ed	12	B12_R0046	EB-05007	choice_pressure		0	B12_M025	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05007
CMP-BEAT-94fb8f669f11	12	B12_R0047	EB-05008	relationship_obligation		0	B12_M026	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05008
CMP-BEAT-c2bd2dacee2e	12	B12_R0048	EB-05009	ecology_response		0	B12_M027	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05009
CMP-BEAT-0b0ba6c758ed	12	B12_R0049	EB-05010	world_cost		0	B12_M028	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05010
CMP-BEAT-943bda77a5a2	12	B12_R0050	EB-05011	quest_revision		0	B12_M029	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05011
CMP-BEAT-b4a1b745205c	12	B12_R0051	EB-05012	certainty_trade		0	B12_M030	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05012
CMP-BEAT-39324d71070b	12	B12_R0052	EB-05013	creature_signal		0	B12_M038	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05013
CMP-BEAT-f1693c25ba51	12	B12_R0053	EB-05014	consequence_record		0	B12_M039	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05014
CMP-BEAT-8993eaec3e8d	12	B12_R0054	EB-05015	choice_pressure		0	B12_M040	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05015
CMP-BEAT-5e68778642c2	12	B12_R0055	EB-05016	relationship_obligation		0	B12_M041	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05016
CMP-BEAT-6695fa7ccca5	12	B12_R0056	EB-05017	ecology_response		0	B12_M042	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05017
CMP-BEAT-42d4f6b69ace	12	B12_R0057	EB-05018	world_cost		0	B12_M043	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05018
CMP-BEAT-fcd98d8aa40c	12	B12_R0058	EB-05019	quest_revision		0	B12_M044	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05019
CMP-BEAT-649ffe7feda3	12	B12_R0059	EB-05020	certainty_trade		0	B12_M045	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05020
CMP-BEAT-0de60d06ad53	12	B12_R0060	EB-05021	creature_signal		0	B12_M046	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05021
CMP-BEAT-bc4a94b9a399	12	B12_R0061	EB-05022	consequence_record		0	B12_M047	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05022
CMP-BEAT-56c5a79fe0f5	12	B12_R0062	EB-05023	choice_pressure		0	B12_M048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05023
CMP-BEAT-024b27e86e6c	12	B12_R0063	EB-05024	relationship_obligation		0	B12_M049	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05024
CMP-BEAT-e9bb8d28d92e	12	B12_R0064	EB-05025	ecology_response		0	B12_M050	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05025
CMP-BEAT-caf5326c92fe	12	B12_R0065	EB-05026	world_cost		0	B12_M051	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05026
CMP-BEAT-c66607818fe3	12	B12_R0066	EB-05027	quest_revision		0	B12_M052	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05027
CMP-BEAT-5bc56a901e0b	12	B12_R0067	EB-05028	certainty_trade		0	B12_M053	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05028
CMP-BEAT-450146588623	12	B12_R0068	EB-05029	creature_signal		0	B12_M054	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05029
CMP-BEAT-385424cbcc30	12	B12_R0069	EB-05030	consequence_record		0	B12_M055	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05030
CMP-BEAT-1fc15079d278	12	B12_R0070	EB-05031	choice_pressure		0	B12_M056	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05031
CMP-BEAT-692acbcd7a4a	12	B12_R0071	EB-05032	relationship_obligation		0	B12_M057	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05032
CMP-BEAT-78f718a3dca8	12	B12_R0072	EB-05033	ecology_response		0	B12_M058	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05033
CMP-BEAT-c1ba2922ba1e	12	B12_R0073	EB-05034	world_cost		0	B12_M059	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05034
CMP-BEAT-73c7192ff4ee	12	B12_R0074	EB-05035	quest_revision		0	B12_M060	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05035
CMP-BEAT-83ba1839aa38	12	B12_R0075	EB-05036	certainty_trade		0	B12_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05036
CMP-BEAT-41a0ff19a06e	12	B12_R0076	EB-05037	creature_signal		0	B12_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05037
CMP-BEAT-961ff94aa35b	12	B12_R0077	EB-05038	consequence_record		0	B12_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05038
CMP-BEAT-e39358efbf4b	12	B12_R0078	EB-05039	choice_pressure		0	B12_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05039
CMP-BEAT-001cc7c78175	12	B12_R0079	EB-05040	relationship_obligation		0	B12_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05040
CMP-BEAT-9c36ef3b15d1	12	B12_R0080	EB-05041	ecology_response		0	B12_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05041
CMP-BEAT-c0d239f6ed91	12	B12_R0081	EB-05042	world_cost		0	B12_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05042
CMP-BEAT-ae4d0bdec83b	12	B12_R0082	EB-05043	quest_revision		0	B12_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05043
CMP-BEAT-423d2d68ece4	12	B12_R0083	EB-05044	certainty_trade		0	B12_S060	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05044
CMP-BEAT-9f986fc9eb3f	12	B12_R0084	EB-05045	creature_signal		0	B12_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05045
CMP-BEAT-3e4f0708159d	12	B12_R0085	EB-05046	consequence_record		0	B12_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05046
CMP-BEAT-ee974ab6cd36	12	B12_R0086	EB-05047	choice_pressure		0	B12_S096	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05047
CMP-BEAT-00994280f6c5	12	B12_R0087	EB-05048	relationship_obligation		0	B12_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05048
CMP-BEAT-e80a56f20cfe	12	B12_R0088	EB-05049	ecology_response		0	B12_S119	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05049
CMP-BEAT-6be3e94667de	12	B12_R0089	EB-05050	world_cost		0	B12_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05050
CMP-BEAT-a3b056a97620	12	B12_R0090	EB-05051	quest_revision		0	B12_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05051
CMP-BEAT-ea53a354e943	12	B12_R0091	EB-05052	certainty_trade		0	B12_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05052
CMP-BEAT-5c68fb17f65b	12	B12_R0092	EB-05053	creature_signal		0	B12_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05053
CMP-BEAT-93c4d2696aeb	12	B12_R0093	EB-05054	consequence_record		0	B12_007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05054
CMP-BEAT-2c2db2282f90	12	B12_R0094	EB-05055	choice_pressure		0	B12_M001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05055
CMP-BEAT-47e5d548cf22	12	B12_R0095	EB-05056	relationship_obligation		0	B12_M002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05056
CMP-BEAT-47e5808bfbc9	12	B12_R0096	EB-05057	ecology_response		0	B12_M003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05057
CMP-BEAT-cd9e7fe927b5	12	B12_R0097	EB-05058	world_cost		0	B12_M004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05058
CMP-BEAT-f8c8d4baaa09	12	B12_R0098	EB-05059	quest_revision		0	B12_M005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05059
CMP-BEAT-f5cf0e26c20e	12	B12_R0099	EB-05060	certainty_trade		0	B12_M006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05060
CMP-BEAT-5fcd7686247a	12	B12_R0100	EB-05061	creature_signal		0	B12_M007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05061
CMP-BEAT-f1829e17b11c	12	B12_R0101	EB-05062	consequence_record		0	B12_M008	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05062
CMP-BEAT-57099dea4ea5	12	B12_R0102	EB-05063	choice_pressure		0	B12_M009	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05063
CMP-BEAT-710516939cf5	12	B12_R0103	EB-05064	relationship_obligation		0	B12_M010	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05064
CMP-BEAT-6fd2f6c15da6	12	B12_R0104	EB-05065	ecology_response		0	B12_M011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05065
CMP-BEAT-34b774169724	12	B12_R0105	EB-05066	world_cost		0	B12_M012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05066
CMP-BEAT-2fc7f6439183	12	B12_R0106	EB-05067	quest_revision		0	B12_M013	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05067
CMP-BEAT-d3a0b5638ca2	12	B12_R0107	EB-05068	certainty_trade		0	B12_M014	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05068
CMP-BEAT-3f4c786022e9	12	B12_R0108	EB-05069	creature_signal		0	B12_M015	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05069
CMP-BEAT-5451452b4076	12	B12_R0109	EB-05070	consequence_record		0	B12_M016	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05070
CMP-BEAT-44a2dfc7aaf9	12	B12_R0110	EB-05071	choice_pressure		0	B12_M017	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05071
CMP-BEAT-667322bd546b	12	B12_R0111	EB-05072	relationship_obligation		0	B12_M018	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05072
CMP-BEAT-87ac9174ec04	12	B12_R0112	EB-05073	ecology_response		0	B12_M019	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05073
CMP-BEAT-c0c5b0245b0e	12	B12_R0113	EB-05074	world_cost		0	B12_M020	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05074
CMP-BEAT-79bf55e49d91	12	B12_R0114	EB-05075	quest_revision		0	B12_M021	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05075
CMP-BEAT-bc7668e2e5db	12	B12_R0115	EB-05076	certainty_trade		0	B12_M022	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05076
CMP-BEAT-1c5d2a7b81ca	12	B12_R0116	EB-05077	creature_signal		0	B12_M023	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05077
CMP-BEAT-0f4a61024330	12	B12_R0117	EB-05078	consequence_record		0	B12_M024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05078
CMP-BEAT-9be929d065e7	12	B12_R0118	EB-05079	choice_pressure		0	B12_M025	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05079
CMP-BEAT-426fefef8ece	12	B12_R0119	EB-05080	relationship_obligation		0	B12_M026	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05080
CMP-BEAT-4b81d2f4988f	12	B12_R0120	EB-05081	ecology_response		0	B12_M027	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05081
CMP-BEAT-b0ae77c41714	12	B12_R0121	EB-05082	world_cost		0	B12_M028	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05082
CMP-BEAT-b6c5b80ed313	12	B12_R0122	EB-05083	quest_revision		0	B12_M029	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05083
CMP-BEAT-5ec9d3cf1459	12	B12_R0123	EB-05084	certainty_trade		0	B12_M030	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05084
CMP-BEAT-a60e34cc48cd	12	B12_R0124	EB-05085	creature_signal		0	B12_M038	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05085
CMP-BEAT-41229297c85c	12	B12_R0125	EB-05086	consequence_record		0	B12_M039	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05086
CMP-BEAT-b8a5b5b1cee5	12	B12_R0126	EB-05087	choice_pressure		0	B12_M040	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05087
CMP-BEAT-c7d2daf94eff	12	B12_R0127	EB-05088	relationship_obligation		0	B12_M041	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05088
CMP-BEAT-65d72cf0ba76	12	B12_R0128	EB-05089	ecology_response		0	B12_M042	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05089
CMP-BEAT-bfafd0c0865b	12	B12_R0129	EB-05090	world_cost		0	B12_M043	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05090
CMP-BEAT-edc85c7f91a1	12	B12_R0130	EB-05091	quest_revision		0	B12_M044	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05091
CMP-BEAT-6a3678bbb102	12	B12_R0131	EB-05092	certainty_trade		0	B12_M045	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05092
CMP-BEAT-53dd80f645d1	12	B12_R0132	EB-05093	creature_signal		0	B12_M046	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05093
CMP-BEAT-59aea6b5161b	12	B12_R0133	EB-05094	consequence_record		0	B12_M047	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05094
CMP-BEAT-8228400938ee	12	B12_R0134	EB-05095	choice_pressure		0	B12_M048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05095
CMP-BEAT-22c42b6fddc1	12	B12_R0135	EB-05096	relationship_obligation		0	B12_M049	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05096
CMP-BEAT-1319937b6209	12	B12_R0136	EB-05097	ecology_response		0	B12_M050	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05097
CMP-BEAT-bc35d002d509	12	B12_R0137	EB-05098	world_cost		0	B12_M051	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05098
CMP-BEAT-5f3afa33afba	12	B12_R0138	EB-05099	quest_revision		0	B12_M052	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05099
CMP-BEAT-9c8ef8163e1b	12	B12_R0139	EB-05100	certainty_trade		0	B12_M053	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05100
CMP-BEAT-2c248e3d8760	12	B12_R0140	EB-05101	creature_signal		0	B12_M054	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05101
CMP-BEAT-fe73554abbb5	12	B12_R0141	EB-05102	consequence_record		0	B12_M055	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05102
CMP-BEAT-ebb327f5dce7	12	B12_R0142	EB-05103	choice_pressure		0	B12_M056	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05103
CMP-BEAT-0663f6394427	12	B12_R0143	EB-05104	relationship_obligation		0	B12_M057	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05104
CMP-BEAT-a5deb950a59c	12	B12_R0144	EB-05105	ecology_response		0	B12_M058	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05105
CMP-BEAT-6090a59ed8bb	12	B12_R0145	EB-05106	world_cost		0	B12_M059	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05106
CMP-BEAT-b4b5ffb21b03	12	B12_R0146	EB-05107	quest_revision		0	B12_M060	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05107
CMP-BEAT-a69888f1747a	12	B12_R0147	EB-05108	certainty_trade		0	B12_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05108
CMP-BEAT-1f4ffd359c0b	12	B12_R0148	EB-05109	creature_signal		0	B12_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05109
CMP-BEAT-6af741ddf5a3	12	B12_R0149	EB-05110	consequence_record		0	B12_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05110
CMP-BEAT-3aa11537453e	12	B12_R0150	EB-05111	choice_pressure		0	B12_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05111
CMP-BEAT-006aa9325aae	12	B12_R0151	EB-05112	relationship_obligation		0	B12_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05112
CMP-BEAT-060e899e6602	12	B12_R0152	EB-05113	ecology_response		0	B12_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05113
CMP-BEAT-cb000263546d	12	B12_R0153	EB-05114	world_cost		0	B12_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05114
CMP-BEAT-5610d80c328e	12	B12_R0154	EB-05115	quest_revision		0	B12_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05115
CMP-BEAT-3952bb2a1193	12	B12_R0155	EB-05116	certainty_trade		0	B12_S060	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05116
CMP-BEAT-02f71a1c1b04	12	B12_R0156	EB-05117	creature_signal		0	B12_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05117
CMP-BEAT-67c3a04667b4	12	B12_R0157	EB-05118	consequence_record		0	B12_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05118
CMP-BEAT-ce6e2ce7e305	12	B12_R0158	EB-05119	choice_pressure		0	B12_S096	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05119
CMP-BEAT-ffeed7777e64	12	B12_R0159	EB-05120	relationship_obligation		0	B12_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05120
CMP-BEAT-b1e4547381a3	12	B12_R0160	EB-05121	ecology_response		0	B12_S119	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05121
CMP-BEAT-77b50e35c8ef	12	B12_R0161	EB-05122	world_cost		0	B12_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05122
CMP-BEAT-6bdbbd5fbfb5	12	B12_R0162	EB-05123	quest_revision		0	B12_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05123
CMP-BEAT-f37e353976d7	12	B12_R0163	EB-05124	certainty_trade		0	B12_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05124
CMP-BEAT-7afa56ca6e5d	12	B12_R0164	EB-05125	creature_signal		0	B12_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05125
CMP-BEAT-ce5a7691a7e7	12	B12_R0165	EB-05126	consequence_record		0	B12_007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05126
CMP-BEAT-a928956c4912	12	B12_R0166	EB-05127	choice_pressure		0	B12_M001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05127
CMP-BEAT-43a5f6fab3b1	12	B12_R0167	EB-05128	relationship_obligation		0	B12_M002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05128
CMP-BEAT-1a453f2dc99d	12	B12_R0168	EB-05129	ecology_response		0	B12_M003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05129
CMP-BEAT-ea3e8535b953	12	B12_R0169	EB-05130	world_cost		0	B12_M004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05130
CMP-BEAT-df2908fa3fab	12	B12_R0170	EB-05131	quest_revision		0	B12_M005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05131
CMP-BEAT-974be190f80f	12	B12_R0171	EB-05132	certainty_trade		0	B12_M006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05132
CMP-BEAT-0915d1d6bd78	12	B12_R0172	EB-05133	creature_signal		0	B12_M007	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05133
CMP-BEAT-17353967734c	12	B12_R0173	EB-05134	consequence_record		0	B12_M008	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05134
CMP-BEAT-739e4016d471	12	B12_R0174	EB-05135	choice_pressure		0	B12_M009	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05135
CMP-BEAT-f9b887fa185b	12	B12_R0175	EB-05136	relationship_obligation		0	B12_M010	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05136
CMP-BEAT-b8e83fed06e6	12	B12_R0176	EB-05137	ecology_response		0	B12_M011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05137
CMP-BEAT-08c6ff289b30	12	B12_R0177	EB-05138	world_cost		0	B12_M012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05138
CMP-BEAT-dc5e4fdb16c4	12	B12_R0178	EB-05139	quest_revision		0	B12_M013	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05139
CMP-BEAT-8e45a8dbf793	12	B12_R0179	EB-05140	certainty_trade		0	B12_M014	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05140
CMP-BEAT-da244dd1ddd6	12	B12_R0180	EB-05141	creature_signal		0	B12_M015	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05141
CMP-BEAT-749fb3bed971	12	B12_R0181	EB-05142	consequence_record		0	B12_M016	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05142
CMP-BEAT-352223fe5ef3	12	B12_R0182	EB-05143	choice_pressure		0	B12_M017	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05143
CMP-BEAT-52fa1760c329	12	B12_R0183	EB-05144	relationship_obligation		0	B12_M018	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05144
CMP-BEAT-030a6f2e3081	12	B12_R0184	EB-05145	ecology_response		0	B12_M019	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05145
CMP-BEAT-42d45cd29e66	12	B12_R0185	EB-05146	world_cost		0	B12_M020	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05146
CMP-BEAT-5aacbb6af2fa	12	B12_R0186	EB-05147	quest_revision		0	B12_M021	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05147
CMP-BEAT-973286e0fe13	12	B12_R0187	EB-05148	certainty_trade		0	B12_M022	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05148
CMP-BEAT-470ae1e24507	12	B12_R0188	EB-05149	creature_signal		0	B12_M023	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05149
CMP-BEAT-71fb36ee3593	12	B12_R0189	EB-05150	consequence_record		0	B12_M024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05150
CMP-BEAT-103487c1d250	12	B12_R0190	EB-05151	choice_pressure		0	B12_M025	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05151
CMP-BEAT-f79c476918ab	12	B12_R0191	EB-05152	relationship_obligation		0	B12_M026	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05152
CMP-BEAT-b8f42853df44	12	B12_R0192	EB-05153	ecology_response		0	B12_M027	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05153
CMP-BEAT-2be94404ae9e	12	B12_R0193	EB-05154	world_cost		0	B12_M028	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05154
CMP-BEAT-244aa754fd34	12	B12_R0194	EB-05155	quest_revision		0	B12_M029	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-05155
